Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,620,1422,14,5,3,1,1,2.40,159,371,530
Zero-shot,default,620,1213,12,4,4,2,2,2.18,159,313,472
Zero-shot,creative,620,1610,14,5,4,2,2,2.65,159,395,554
Few-shot,precise,1512,3373,18,9,4,2,2,5.01,345,833,1178
Few-shot,default,1512,2583,16,7,4,1,1,3.98,345,608,953
Few-shot,creative,1512,4434,17,7,4,1,2,6.24,345,1024,1369
Chain-of-Thought,precise,1679,1313,13,5,3,1,2,2.34,389,323,712
Chain-of-Thought,default,1679,1645,15,5,3,1,2,2.80,389,401,790
Chain-of-Thought,creative,1679,1519,17,7,3,1,2,2.72,389,385,774
Self-Consistency,precise,1294,2884,20,6,4,2,1,4.50,284,706,990
Self-Consistency,default,1294,2678,19,8,3,2,1,4.30,284,655,939
Self-Consistency,creative,1294,2695,23,9,3,2,1,4.48,284,666,950
System Prompt,precise,836,2082,13,6,5,1,3,3.38,198,463,661
System Prompt,default,836,2961,15,7,5,1,3,4.49,198,669,867
System Prompt,creative,836,3061,19,9,5,1,3,4.58,198,700,898
Role Prompt,precise,1091,2808,25,10,3,1,1,4.13,238,670,908
Role Prompt,default,1091,2883,25,10,3,1,1,4.15,238,650,888
Role Prompt,creative,1091,2794,21,9,3,1,1,3.89,238,635,873
Contextual,precise,797,2202,18,8,4,1,2,3.47,187,515,702
Contextual,default,797,2819,16,8,5,1,3,3.88,187,619,806
Contextual,creative,797,2512,14,7,4,2,4,3.78,187,536,723
Tree of Thoughts,precise,1775,1342,15,5,3,2,2,2.14,400,325,725
Tree of Thoughts,default,1775,1553,16,6,3,1,2,2.58,400,373,773
Tree of Thoughts,creative,1775,1461,16,6,3,1,2,2.52,400,356,756
ReAct,precise,1841,986,9,3,4,2,2,1.78,438,238,676
ReAct,default,1841,1131,9,3,4,2,2,2.09,438,265,703
ReAct,creative,1841,1002,9,3,4,2,2,1.84,438,236,674
