Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,571,1242,11,5,4,2,1,2.14,152,283,435
Zero-shot,default,571,1585,11,5,3,3,2,2.76,152,352,504
Zero-shot,creative,571,1448,11,4,3,3,2,2.40,152,327,479
Few-shot,precise,1463,3428,17,7,3,2,1,4.96,338,807,1145
Few-shot,default,1463,2791,15,6,4,2,2,4.08,338,652,990
Few-shot,creative,1463,4884,14,6,2,1,1,6.45,338,1086,1424
Chain-of-Thought,precise,1630,2088,16,7,4,3,2,3.43,382,480,862
Chain-of-Thought,default,1630,1661,16,7,3,3,1,3.00,382,383,765
Chain-of-Thought,creative,1630,1504,15,5,4,2,2,2.77,382,355,737
Self-Consistency,precise,1245,2048,17,6,3,2,1,3.46,277,501,778
Self-Consistency,default,1245,2434,21,6,2,3,1,4.10,277,583,860
Self-Consistency,creative,1245,2540,18,6,3,2,1,4.38,277,616,893
System Prompt,precise,787,2723,16,7,4,2,3,4.29,191,613,804
System Prompt,default,787,2620,10,5,5,2,4,4.29,191,566,757
System Prompt,creative,787,2127,12,6,5,2,4,3.58,191,476,667
Role Prompt,precise,1042,2960,20,10,3,2,1,4.36,231,638,869
Role Prompt,default,1042,2537,21,10,3,2,1,3.57,231,548,779
Role Prompt,creative,1042,2822,26,11,3,2,1,4.23,231,625,856
Contextual,precise,751,1742,11,6,4,3,2,2.71,180,382,562
Contextual,default,751,1739,10,5,5,2,5,3.00,180,382,562
Contextual,creative,751,1803,10,5,4,2,3,2.98,180,396,576
Tree of Thoughts,precise,1726,1319,13,6,4,2,1,2.38,393,331,724
Tree of Thoughts,default,1726,1299,12,6,5,2,2,2.51,393,325,718
Tree of Thoughts,creative,1726,1059,11,5,3,2,1,2.06,393,241,634
ReAct,precise,1792,1059,9,3,3,2,1,1.94,431,225,656
ReAct,default,1792,1703,18,6,3,3,1,2.46,431,382,813
ReAct,creative,1792,1059,9,3,3,3,1,1.94,431,228,659
