Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,618,1027,10,4,3,3,3,2.14,158,259,417
Zero-shot,default,618,1440,12,5,3,1,3,2.61,158,348,506
Zero-shot,creative,618,1284,10,4,3,3,2,2.29,158,310,468
Few-shot,precise,1510,2705,16,7,4,1,1,3.85,344,631,975
Few-shot,default,1510,3514,18,8,4,2,2,5.05,344,826,1170
Few-shot,creative,1510,3673,16,7,3,1,2,5.43,344,872,1216
Chain-of-Thought,precise,1677,1632,16,6,4,2,2,2.83,388,390,778
Chain-of-Thought,default,1677,1387,14,6,4,3,2,2.16,388,326,714
Chain-of-Thought,creative,1677,1431,12,5,4,3,2,2.34,388,336,724
Self-Consistency,precise,1292,2093,20,6,3,3,1,3.27,283,490,773
Self-Consistency,default,1292,2265,20,6,3,2,2,3.58,283,563,846
Self-Consistency,creative,1292,3021,23,10,3,2,2,4.55,283,733,1016
System Prompt,precise,834,2225,11,5,5,3,4,3.35,197,480,677
System Prompt,default,834,2700,12,5,5,3,3,4.76,197,709,906
System Prompt,creative,834,1721,10,4,4,2,1,2.77,197,389,586
Role Prompt,precise,1089,2670,25,10,3,2,1,4.18,237,615,852
Role Prompt,default,1089,2426,20,10,3,1,1,3.47,237,547,784
Role Prompt,creative,1089,2258,22,8,3,2,1,3.78,237,543,780
Contextual,precise,792,2057,17,9,3,3,2,5.12,185,475,660
Contextual,default,792,1704,13,7,3,2,2,3.16,185,381,566
Contextual,creative,792,1883,16,8,3,2,2,8.13,185,443,628
Tree of Thoughts,precise,1773,1496,15,7,3,3,2,17.71,399,363,762
Tree of Thoughts,default,1773,1370,15,6,4,2,2,2.79,399,332,731
Tree of Thoughts,creative,1773,1599,12,6,4,2,3,2.71,399,385,784
ReAct,precise,1839,872,9,3,4,4,2,1.89,437,210,647
ReAct,default,1839,839,9,3,3,3,1,1.73,437,195,632
ReAct,creative,1839,903,9,3,4,4,2,1.79,437,215,652
