Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,623,1114,9,4,3,1,1,2.76,161,254,415
Zero-shot,default,623,1669,10,4,3,1,1,2.91,161,361,522
Zero-shot,creative,623,1306,9,3,4,3,1,2.26,161,285,446
Few-shot,precise,1515,3223,15,6,3,1,1,4.82,347,764,1111
Few-shot,default,1515,2878,13,6,3,2,1,4.08,347,638,985
Few-shot,creative,1515,3259,15,7,4,2,1,4.70,347,701,1048
Chain-of-Thought,precise,1682,1738,15,6,3,2,1,2.75,391,400,791
Chain-of-Thought,default,1682,1636,14,6,3,1,1,2.78,391,368,759
Chain-of-Thought,creative,1682,1455,12,5,3,1,1,2.40,391,332,723
Self-Consistency,precise,1297,2389,17,6,3,2,1,3.81,286,578,864
Self-Consistency,default,1297,1929,18,6,3,2,1,3.18,286,459,745
Self-Consistency,creative,1297,2795,22,9,3,2,1,3.99,286,632,918
System Prompt,precise,839,2343,11,5,5,1,2,3.49,200,536,736
System Prompt,default,839,2198,10,5,4,2,3,3.56,200,510,710
System Prompt,creative,839,2158,13,6,5,1,3,3.36,200,503,703
Role Prompt,precise,1094,2690,20,10,3,1,1,3.73,240,602,842
Role Prompt,default,1094,2569,18,9,3,1,1,4.06,240,557,797
Role Prompt,creative,1094,2417,18,8,2,1,1,3.24,240,524,764
Contextual,precise,808,2350,12,6,3,2,2,3.81,191,557,748
Contextual,default,808,2397,17,9,4,2,1,3.54,191,522,713
Contextual,creative,808,2618,14,7,4,1,3,4.09,191,602,793
Tree of Thoughts,precise,1778,1481,14,6,3,1,1,2.55,402,360,762
Tree of Thoughts,default,1778,1315,13,6,2,1,1,2.09,402,310,712
Tree of Thoughts,creative,1778,1277,13,5,2,2,1,2.26,402,315,717
ReAct,precise,1844,1277,9,3,3,2,1,2.15,440,283,723
ReAct,default,1844,1167,9,3,5,2,1,1.92,440,251,691
ReAct,creative,1844,1179,9,3,4,2,1,2.10,440,257,697
