Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,611,1510,16,5,3,2,2,3.35,157,369,526
Zero-shot,default,611,1432,15,5,3,1,1,2.59,157,359,516
Zero-shot,creative,611,1689,15,5,4,1,1,2.68,157,407,564
Few-shot,precise,1503,3647,22,9,4,1,1,5.20,343,849,1192
Few-shot,default,1503,2685,15,7,3,1,1,3.87,343,634,977
Few-shot,creative,1503,2833,18,8,3,1,1,3.98,343,685,1028
Chain-of-Thought,precise,1670,2099,23,8,3,1,1,3.21,387,529,916
Chain-of-Thought,default,1670,1848,19,7,3,1,1,3.24,387,442,829
Chain-of-Thought,creative,1670,1773,17,7,4,1,1,2.96,387,443,830
Self-Consistency,precise,1285,2122,20,6,3,2,1,3.81,282,517,799
Self-Consistency,default,1285,3846,33,11,3,2,1,5.43,282,923,1205
Self-Consistency,creative,1285,3300,25,11,3,1,1,4.83,282,811,1093
System Prompt,precise,827,3226,16,6,4,1,1,5.13,196,766,962
System Prompt,default,827,3104,21,8,4,1,1,4.81,196,717,913
System Prompt,creative,827,2554,12,5,5,1,3,4.07,196,556,752
Role Prompt,precise,1082,2856,25,10,3,1,1,4.07,236,652,888
Role Prompt,default,1082,2750,25,10,3,1,1,4.10,236,648,884
Role Prompt,creative,1082,2711,25,10,3,1,1,4.02,236,631,867
Contextual,precise,783,2159,14,6,5,2,1,3.43,184,528,712
Contextual,default,783,2337,13,6,3,2,1,4.24,184,637,821
Contextual,creative,783,2330,14,7,4,2,2,3.62,184,562,746
Tree of Thoughts,precise,1766,1329,16,6,3,1,1,2.35,398,323,721
Tree of Thoughts,default,1766,1416,16,6,3,1,1,2.41,398,346,744
Tree of Thoughts,creative,1766,1318,17,5,3,1,2,2.37,398,334,732
ReAct,precise,1832,961,9,3,4,2,2,1.74,436,225,661
ReAct,default,1832,1176,9,3,4,2,2,2.10,436,267,703
ReAct,creative,1832,861,9,3,4,2,2,1.61,436,200,636
