Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,571,1541,12,6,4,2,2,2.41,147,342,489
Zero-shot,default,571,1941,12,6,4,1,2,3.26,147,445,592
Zero-shot,creative,571,2003,15,7,3,2,2,3.36,147,450,597
Few-shot,precise,1463,2741,17,8,3,1,1,3.99,333,618,951
Few-shot,default,1463,3718,15,7,2,1,1,5.10,333,855,1188
Few-shot,creative,1463,3452,16,7,2,1,1,4.93,333,785,1118
Chain-of-Thought,precise,1630,2240,20,10,3,1,2,3.44,377,514,891
Chain-of-Thought,default,1630,1734,16,7,3,1,1,2.60,377,392,769
Chain-of-Thought,creative,1630,1938,17,8,3,1,1,2.95,377,441,818
Self-Consistency,precise,1245,2746,21,9,3,2,1,4.16,272,603,875
Self-Consistency,default,1245,2582,21,9,2,2,2,3.77,272,579,851
Self-Consistency,creative,1245,2262,18,6,3,2,2,3.16,272,506,778
System Prompt,precise,787,2856,12,6,4,2,3,3.90,186,597,783
System Prompt,default,787,2725,12,6,5,2,3,4.28,186,587,773
System Prompt,creative,787,3428,14,7,4,1,2,4.80,186,717,903
Role Prompt,precise,1042,2822,22,10,3,1,1,4.09,226,630,856
Role Prompt,default,1042,2651,20,10,3,2,1,3.57,226,579,805
Role Prompt,creative,1042,3372,21,10,3,1,1,4.49,226,691,917
Contextual,precise,740,2437,15,10,4,1,2,3.47,174,510,684
Contextual,default,740,2546,16,8,4,2,2,3.78,174,533,707
Contextual,creative,740,2246,16,9,4,2,3,3.27,174,503,677
Tree of Thoughts,precise,1726,2143,21,10,3,2,1,3.27,388,481,869
Tree of Thoughts,default,1726,2077,17,7,3,2,1,3.06,388,472,860
Tree of Thoughts,creative,1726,1804,15,7,3,1,2,2.75,388,410,798
ReAct,precise,1792,1261,9,3,5,3,2,1.94,426,273,699
ReAct,default,1792,1219,9,3,4,2,2,2.05,426,266,692
ReAct,creative,1792,1064,9,3,5,3,3,1.93,426,233,659
