Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,563,1142,10,4,4,1,2,2.01,148,267,415
Zero-shot,default,563,1371,10,4,3,1,2,2.19,148,320,468
Zero-shot,creative,563,1517,10,5,2,2,1,2.32,148,343,491
Few-shot,precise,1455,2954,18,8,3,1,1,3.68,334,658,992
Few-shot,default,1455,2888,13,6,3,1,1,4.07,334,623,957
Few-shot,creative,1455,2762,17,8,3,2,1,3.79,334,623,957
Chain-of-Thought,precise,1622,1589,14,5,3,1,1,2.45,378,368,746
Chain-of-Thought,default,1622,2506,17,6,2,1,1,3.52,378,555,933
Chain-of-Thought,creative,1622,2925,18,6,2,1,1,4.10,378,649,1027
Self-Consistency,precise,1237,2487,23,8,4,2,1,3.77,273,573,846
Self-Consistency,default,1237,2478,22,7,3,2,1,3.88,273,596,869
Self-Consistency,creative,1237,3191,32,11,3,2,1,4.74,273,772,1045
System Prompt,precise,779,2050,10,5,5,1,3,3.03,187,432,619
System Prompt,default,779,2443,9,4,4,1,3,3.68,187,584,771
System Prompt,creative,779,2256,11,5,4,1,3,3.58,187,503,690
Role Prompt,precise,1034,2609,20,10,3,1,1,3.88,227,582,809
Role Prompt,default,1034,2577,19,9,4,1,1,3.53,227,548,775
Role Prompt,creative,1034,2575,19,9,2,1,1,3.52,227,548,775
Contextual,precise,739,1847,14,6,4,2,2,2.73,176,410,586
Contextual,default,739,1972,15,5,3,2,2,2.99,176,458,634
Contextual,creative,739,1630,12,5,5,2,4,2.66,176,370,546
Tree of Thoughts,precise,1718,1426,13,6,2,2,2,2.53,389,335,724
Tree of Thoughts,default,1718,1026,10,4,1,1,1,1.88,389,245,634
Tree of Thoughts,creative,1718,1209,13,4,2,2,1,2.02,389,282,671
ReAct,precise,1784,1170,9,3,4,1,1,1.80,427,249,676
ReAct,default,1784,1176,9,3,4,2,2,1.98,427,255,682
ReAct,creative,1784,1270,9,3,3,1,1,2.05,427,272,699
