Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,601,1152,12,6,2,1,3,2.33,151,285,436
Zero-shot,default,601,1803,13,6,3,2,2,2.93,151,430,581
Zero-shot,creative,601,1341,9,4,3,1,2,2.38,151,307,458
Few-shot,precise,1493,4377,19,10,3,1,1,6.05,337,974,1311
Few-shot,default,1493,3242,16,8,3,1,1,5.86,337,731,1068
Few-shot,creative,1493,4380,16,8,2,1,2,6.10,337,977,1314
Chain-of-Thought,precise,1660,2337,17,8,3,1,2,3.64,381,528,909
Chain-of-Thought,default,1660,1990,18,9,2,1,2,3.27,381,474,855
Chain-of-Thought,creative,1660,2328,17,8,3,1,2,3.47,381,509,890
Self-Consistency,precise,1275,2483,20,9,3,2,2,3.88,276,598,874
Self-Consistency,default,1275,2623,21,9,3,2,2,4.19,276,612,888
Self-Consistency,creative,1275,1825,12,6,2,2,3,3.06,276,430,706
System Prompt,precise,817,2699,12,6,5,1,3,4.09,190,583,773
System Prompt,default,817,2801,11,5,4,1,2,4.19,190,625,815
System Prompt,creative,817,3004,15,7,4,2,2,4.20,190,670,860
Role Prompt,precise,1072,2620,20,10,3,1,1,3.66,230,559,789
Role Prompt,default,1072,2560,20,10,3,1,1,3.78,230,565,795
Role Prompt,creative,1072,3811,20,10,4,1,2,4.82,230,762,992
Contextual,precise,770,2333,15,9,3,2,3,3.66,178,512,690
Contextual,default,770,2502,14,8,4,2,2,3.48,178,519,697
Contextual,creative,770,2518,11,6,4,2,3,3.87,178,565,743
Tree of Thoughts,precise,1756,1529,15,7,3,2,2,2.61,392,368,760
Tree of Thoughts,default,1756,1316,12,6,3,2,2,2.39,392,320,712
Tree of Thoughts,creative,1756,1579,14,6,3,1,2,2.53,392,355,747
ReAct,precise,1822,1241,9,3,4,2,1,2.06,430,257,687
ReAct,default,1822,1331,9,3,5,3,3,1.85,430,272,702
ReAct,creative,1822,1009,9,3,5,2,2,1.72,430,218,648
