Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,574,1153,11,4,3,3,2,2.02,147,272,419
Zero-shot,default,574,1095,11,5,3,2,2,2.04,147,259,406
Zero-shot,creative,574,1585,14,5,4,3,2,2.55,147,387,534
Few-shot,precise,1466,2825,17,7,4,2,1,3.86,333,669,1002
Few-shot,default,1466,2655,18,7,4,2,1,3.82,333,648,981
Few-shot,creative,1466,2462,14,6,3,2,2,3.78,333,557,890
Chain-of-Thought,precise,1633,1782,18,6,3,2,1,2.74,377,421,798
Chain-of-Thought,default,1633,1504,16,6,3,2,1,2.54,377,353,730
Chain-of-Thought,creative,1633,1522,16,6,2,2,1,2.67,377,372,749
Self-Consistency,precise,1248,2187,18,6,3,2,1,3.49,272,486,758
Self-Consistency,default,1248,2533,23,9,2,1,1,3.55,272,557,829
Self-Consistency,creative,1248,2064,18,6,2,2,2,2.97,272,463,735
System Prompt,precise,790,4304,12,5,3,2,1,5.33,186,853,1039
System Prompt,default,790,3903,11,4,4,2,1,5.09,186,786,972
System Prompt,creative,790,3775,10,4,4,1,1,5.31,186,777,963
Role Prompt,precise,1045,2848,25,10,3,2,1,4.29,226,644,870
Role Prompt,default,1045,2982,22,10,3,1,1,4.39,226,666,892
Role Prompt,creative,1045,3131,25,10,3,1,1,4.50,226,704,930
Contextual,precise,767,2565,20,10,3,2,1,3.98,176,584,760
Contextual,default,767,2787,20,10,3,2,2,3.95,176,622,798
Contextual,creative,767,2395,16,9,3,1,1,3.72,176,557,733
Tree of Thoughts,precise,1729,1637,15,7,2,2,1,8.07,388,387,775
Tree of Thoughts,default,1729,1874,18,8,3,2,1,3.07,388,440,828
Tree of Thoughts,creative,1729,1337,14,5,4,1,1,2.23,388,324,712
ReAct,precise,1795,886,9,3,3,2,2,1.55,426,190,616
ReAct,default,1795,939,9,3,4,2,1,1.71,426,206,632
ReAct,creative,1795,950,9,3,3,2,1,2.04,426,207,633
