Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,610,1069,10,4,4,3,2,2.03,161,265,426
Zero-shot,default,610,874,8,3,3,3,3,1.68,161,205,366
Zero-shot,creative,610,1102,7,3,3,2,3,2.10,161,262,423
Few-shot,precise,1502,2247,12,5,4,2,2,3.48,347,535,882
Few-shot,default,1502,2424,13,5,3,2,2,3.55,347,575,922
Few-shot,creative,1502,2018,16,6,3,2,1,3.20,347,490,837
Chain-of-Thought,precise,1669,1395,12,5,3,2,1,2.35,391,326,717
Chain-of-Thought,default,1669,1376,13,5,3,3,2,2.35,391,320,711
Chain-of-Thought,creative,1669,1790,14,6,3,2,2,2.89,391,431,822
Self-Consistency,precise,1284,2144,20,6,3,2,1,3.14,286,510,796
Self-Consistency,default,1284,1821,18,6,3,2,1,3.25,286,437,723
Self-Consistency,creative,1284,2196,18,6,3,2,2,3.48,286,511,797
System Prompt,precise,826,2390,12,6,5,1,4,3.79,200,543,743
System Prompt,default,826,3871,10,5,5,2,4,5.10,200,806,1006
System Prompt,creative,826,2046,9,4,5,2,5,3.28,200,453,653
Role Prompt,precise,1081,2106,16,7,2,2,2,3.37,240,473,713
Role Prompt,default,1081,2413,17,8,3,1,2,3.68,240,543,783
Role Prompt,creative,1081,2000,15,6,3,1,1,3.27,240,464,704
Contextual,precise,788,2009,16,8,5,2,3,3.13,191,451,642
Contextual,default,788,2089,14,7,5,1,4,3.40,191,445,636
Contextual,creative,788,1630,10,5,4,1,3,2.76,191,349,540
Tree of Thoughts,precise,1765,1018,10,4,4,3,1,1.93,402,243,645
Tree of Thoughts,default,1765,1177,11,5,2,2,1,2.14,402,274,676
Tree of Thoughts,creative,1765,951,10,4,3,2,1,1.73,402,225,627
ReAct,precise,1831,1112,9,3,3,2,1,1.94,440,254,694
ReAct,default,1831,1306,9,3,4,2,2,2.25,440,293,733
ReAct,creative,1831,1083,9,3,3,3,2,1.94,440,240,680
