Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,550,979,10,5,3,2,2,1.76,144,219,363
Zero-shot,default,550,1095,10,5,4,2,2,1.82,144,249,393
Zero-shot,creative,550,1270,10,5,3,1,2,2.05,144,278,422
Few-shot,precise,1442,2668,14,7,3,2,1,3.58,330,582,912
Few-shot,default,1442,4582,20,10,3,2,1,5.86,330,1004,1334
Few-shot,creative,1442,3747,13,6,3,1,1,5.16,330,815,1145
Chain-of-Thought,precise,1609,1400,15,7,3,2,1,2.35,374,315,689
Chain-of-Thought,default,1609,1651,16,7,3,1,1,2.55,374,363,737
Chain-of-Thought,creative,1609,1483,14,7,3,1,2,2.66,374,338,712
Self-Consistency,precise,1224,1882,18,6,3,2,2,3.27,269,474,743
Self-Consistency,default,1224,1689,15,6,3,2,2,2.96,269,410,679
Self-Consistency,creative,1224,2055,20,8,2,3,1,3.18,269,486,755
System Prompt,precise,766,2342,10,5,5,1,3,3.87,183,554,737
System Prompt,default,766,3287,14,7,5,2,2,4.27,183,735,918
System Prompt,creative,766,2494,10,5,3,1,3,3.91,183,521,704
Role Prompt,precise,1021,2209,20,10,2,1,1,3.16,223,484,707
Role Prompt,default,1021,2219,20,10,2,1,1,3.17,223,488,711
Role Prompt,creative,1021,3086,22,10,2,2,1,4.30,223,665,888
Contextual,precise,726,1879,13,7,5,2,3,2.96,172,423,595
Contextual,default,726,1984,11,6,3,1,2,3.37,172,516,688
Contextual,creative,726,2210,12,6,4,2,2,3.33,172,495,667
Tree of Thoughts,precise,1705,1288,14,7,1,1,1,2.18,385,310,695
Tree of Thoughts,default,1705,1060,12,6,3,2,2,1.94,385,250,635
Tree of Thoughts,creative,1705,1271,14,7,2,1,2,1.96,385,294,679
ReAct,precise,1771,1275,9,3,2,1,1,2.01,423,271,694
ReAct,default,1771,1011,9,3,3,2,1,1.53,423,211,634
ReAct,creative,1771,1208,9,3,3,2,2,2.01,423,273,696
