Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,617,1173,10,4,3,1,2,2.18,158,264,422
Zero-shot,default,617,1111,12,5,4,2,3,1.94,158,271,429
Zero-shot,creative,617,1290,11,4,5,2,2,2.24,158,299,457
Few-shot,precise,1509,2297,14,6,3,1,2,3.16,344,508,852
Few-shot,default,1509,2137,15,7,3,1,2,3.47,344,496,840
Few-shot,creative,1509,3058,11,4,3,1,1,4.61,344,686,1030
Chain-of-Thought,precise,1676,1811,17,6,4,2,2,3.07,388,425,813
Chain-of-Thought,default,1676,1842,16,6,4,2,2,8.47,388,427,815
Chain-of-Thought,creative,1676,2105,17,7,3,1,2,3.36,388,478,866
Self-Consistency,precise,1291,3397,23,6,3,3,2,5.63,283,794,1077
Self-Consistency,default,1291,2113,17,6,3,2,2,3.49,283,478,761
Self-Consistency,creative,1291,2632,20,6,3,3,1,4.49,283,607,890
System Prompt,precise,833,1798,12,5,4,2,3,3.39,197,404,601
System Prompt,default,833,2423,17,8,3,1,2,3.45,197,524,721
System Prompt,creative,833,1570,9,4,4,1,2,2.75,197,356,553
Role Prompt,precise,1088,2557,21,9,3,1,1,3.77,237,563,800
Role Prompt,default,1088,2763,22,9,3,2,1,3.89,237,600,837
Role Prompt,creative,1088,2586,20,10,3,2,1,9.36,237,563,800
Contextual,precise,791,1887,11,6,4,2,3,3.14,185,409,594
Contextual,default,791,2044,15,8,4,1,2,3.19,185,436,621
Contextual,creative,791,1871,12,6,5,2,2,3.20,185,414,599
Tree of Thoughts,precise,1772,1544,15,6,3,1,2,2.75,399,354,753
Tree of Thoughts,default,1772,1558,13,6,3,1,2,2.90,399,353,752
Tree of Thoughts,creative,1772,1622,13,5,3,1,2,2.73,399,357,756
ReAct,precise,1838,1056,9,3,3,2,1,2.03,437,225,662
ReAct,default,1838,1141,9,3,3,1,1,2.12,437,261,698
ReAct,creative,1838,977,9,3,4,2,1,1.77,437,213,650
