Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,590,1278,12,5,4,2,2,2.53,154,307,461
Zero-shot,default,590,1235,11,5,4,2,2,2.35,154,298,452
Zero-shot,creative,590,1582,13,5,4,2,2,2.86,154,387,541
Few-shot,precise,1482,2397,15,7,4,2,2,3.82,340,580,920
Few-shot,default,1482,2269,11,5,3,2,2,3.54,340,540,880
Few-shot,creative,1482,3163,19,8,3,1,2,4.92,340,784,1124
Chain-of-Thought,precise,1649,1613,15,7,4,2,2,2.86,384,395,779
Chain-of-Thought,default,1649,1607,17,7,3,2,1,2.70,384,397,781
Chain-of-Thought,creative,1649,1738,16,7,3,2,1,2.91,384,428,812
Self-Consistency,precise,1264,2646,21,8,3,2,1,4.18,279,656,935
Self-Consistency,default,1264,2263,20,6,3,1,2,4.00,279,582,861
Self-Consistency,creative,1264,2885,23,9,4,2,2,4.35,279,700,979
System Prompt,precise,806,2540,10,5,5,1,4,4.13,193,598,791
System Prompt,default,806,2820,10,5,3,1,2,4.29,193,666,859
System Prompt,creative,806,1932,10,4,5,2,3,3.75,193,539,732
Role Prompt,precise,1061,2817,25,10,3,2,1,4.74,233,678,911
Role Prompt,default,1061,2810,20,10,3,2,2,4.37,233,647,880
Role Prompt,creative,1061,2083,21,9,3,1,1,3.49,233,522,755
Contextual,precise,761,2155,17,9,4,1,3,3.76,182,506,688
Contextual,default,761,1907,15,7,4,2,2,3.19,182,457,639
Contextual,creative,761,1518,13,8,3,2,2,2.95,182,371,553
Tree of Thoughts,precise,1745,1329,14,6,4,2,2,7.47,395,338,733
Tree of Thoughts,default,1745,1207,11,5,4,1,3,2.25,395,303,698
Tree of Thoughts,creative,1745,1412,13,5,4,1,2,2.56,395,342,737
ReAct,precise,1811,1929,18,6,4,2,1,2.71,433,452,885
ReAct,default,1811,1049,9,3,4,2,1,2.29,433,239,672
ReAct,creative,1811,1001,9,3,4,2,1,1.80,433,238,671
