Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,640,1527,14,7,3,1,2,2.68,159,361,520
Zero-shot,default,640,1471,11,5,4,1,4,2.94,159,371,530
Zero-shot,creative,640,1847,13,5,5,1,2,3.17,159,425,584
Few-shot,precise,1532,5254,17,9,3,1,1,7.26,345,1217,1562
Few-shot,default,1532,2904,16,8,3,1,1,4.08,345,654,999
Few-shot,creative,1532,3200,17,8,4,1,2,4.60,345,707,1052
Chain-of-Thought,precise,1699,2113,20,10,3,1,1,3.26,389,478,867
Chain-of-Thought,default,1699,1721,16,8,3,1,1,3.06,389,422,811
Chain-of-Thought,creative,1699,2354,20,10,3,1,1,3.78,389,529,918
Self-Consistency,precise,1314,2517,22,9,4,1,2,3.78,284,584,868
Self-Consistency,default,1314,2814,28,14,3,1,2,3.98,284,670,954
Self-Consistency,creative,1314,2642,28,12,3,2,2,3.89,284,647,931
System Prompt,precise,856,2935,13,6,5,1,5,4.59,198,688,886
System Prompt,default,856,3924,13,6,4,1,3,5.73,198,824,1022
System Prompt,creative,856,2261,10,5,5,1,4,3.51,198,497,695
Role Prompt,precise,1111,2631,20,10,3,1,1,4.36,238,584,822
Role Prompt,default,1111,2446,20,10,3,1,1,3.75,238,549,787
Role Prompt,creative,1111,2874,26,12,2,1,1,4.52,238,676,914
Contextual,precise,817,2792,20,10,4,1,3,4.31,187,637,824
Contextual,default,817,2140,16,8,4,2,3,3.87,187,466,653
Contextual,creative,817,2339,19,9,4,1,2,3.78,187,532,719
Tree of Thoughts,precise,1795,1604,18,9,2,1,1,2.85,400,378,778
Tree of Thoughts,default,1795,2037,18,9,4,1,2,3.42,400,467,867
Tree of Thoughts,creative,1795,1401,14,7,3,1,2,2.61,400,337,737
ReAct,precise,1861,2289,18,6,3,2,2,3.17,438,492,930
ReAct,default,1861,1375,9,3,4,2,2,2.25,438,279,717
ReAct,creative,1861,1350,9,3,3,1,1,2.23,438,280,718
