Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,595,775,7,3,4,2,1,1.63,155,187,342
Zero-shot,default,595,904,9,4,3,2,2,2.03,155,230,385
Zero-shot,creative,595,1337,7,3,3,1,2,2.36,155,293,448
Few-shot,precise,1487,2330,13,6,4,1,1,3.47,341,587,928
Few-shot,default,1487,2244,14,5,3,1,1,3.46,341,567,908
Few-shot,creative,1487,2260,12,5,3,1,1,3.25,341,553,894
Chain-of-Thought,precise,1654,1460,15,6,3,2,2,2.44,385,359,744
Chain-of-Thought,default,1654,1149,12,5,2,2,1,2.11,385,287,672
Chain-of-Thought,creative,1654,1767,16,6,3,2,1,3.34,385,428,813
Self-Consistency,precise,1269,1634,15,6,3,2,1,2.84,280,405,685
Self-Consistency,default,1269,1772,15,6,3,2,2,3.09,280,429,709
Self-Consistency,creative,1269,2107,17,8,2,2,1,3.43,280,518,798
System Prompt,precise,811,2061,12,6,4,1,3,3.11,194,480,674
System Prompt,default,811,2649,11,5,4,1,2,4.08,194,690,884
System Prompt,creative,811,2927,10,5,3,1,3,4.23,194,691,885
Role Prompt,precise,1066,2277,20,10,3,2,1,3.43,234,549,783
Role Prompt,default,1066,2319,20,10,3,1,1,3.58,234,561,795
Role Prompt,creative,1066,2149,16,7,3,1,1,3.36,234,511,745
Contextual,precise,769,1782,14,7,4,2,1,2.74,182,400,582
Contextual,default,769,1824,14,7,4,2,2,2.93,182,422,604
Contextual,creative,769,1775,11,5,5,2,3,2.88,182,397,579
Tree of Thoughts,precise,1750,975,13,6,3,1,1,1.75,396,253,649
Tree of Thoughts,default,1750,1142,13,5,3,2,1,2.15,396,296,692
Tree of Thoughts,creative,1750,955,10,4,3,2,2,1.93,396,248,644
ReAct,precise,1816,1817,18,6,4,2,2,3.05,434,434,868
ReAct,default,1816,890,9,3,4,2,2,1.99,434,228,662
ReAct,creative,1816,1685,18,6,4,2,2,2.62,434,438,872
