Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,603,1071,8,3,3,3,1,1.93,160,241,401
Zero-shot,default,603,973,9,4,3,3,1,1.74,160,229,389
Zero-shot,creative,603,1041,6,2,4,3,1,1.94,160,231,391
Few-shot,precise,1495,2857,12,5,3,1,1,4.20,346,674,1020
Few-shot,default,1495,4050,13,5,3,2,1,6.03,346,925,1271
Few-shot,creative,1495,2866,12,5,4,1,1,4.08,346,640,986
Chain-of-Thought,precise,1662,1519,13,5,2,2,1,3.16,390,397,787
Chain-of-Thought,default,1662,1429,13,4,3,3,1,3.16,390,379,769
Chain-of-Thought,creative,1662,1272,13,4,2,3,1,3.45,390,312,702
Self-Consistency,precise,1277,2591,20,6,4,2,1,46.12,285,596,881
Self-Consistency,default,1277,1689,0,0,2,2,1,3.02,285,421,706
Self-Consistency,creative,1277,2757,18,6,3,2,1,4.06,285,634,919
System Prompt,precise,819,3104,11,4,3,1,2,4.35,199,664,863
System Prompt,default,819,3338,9,4,2,1,1,4.50,199,694,893
System Prompt,creative,819,1238,8,3,5,1,1,2.24,199,295,494
Role Prompt,precise,1074,2274,19,9,2,1,1,3.57,239,524,763
Role Prompt,default,1074,3037,20,10,3,1,1,4.63,239,675,914
Role Prompt,creative,1074,2438,16,8,4,2,1,4.17,239,536,775
Contextual,precise,779,2130,13,7,5,3,3,8.47,187,470,657
Contextual,default,779,2547,17,9,5,2,2,3.39,187,556,743
Contextual,creative,779,2483,11,6,4,3,3,3.77,187,528,715
Tree of Thoughts,precise,1758,1200,12,5,3,2,1,2.75,401,319,720
Tree of Thoughts,default,1758,882,10,4,3,2,2,1.84,401,230,631
Tree of Thoughts,creative,1758,1107,11,4,3,3,1,2.05,401,256,657
ReAct,precise,1824,1054,9,3,4,1,1,2.03,439,244,683
ReAct,default,1824,781,9,3,3,2,1,1.70,439,188,627
ReAct,creative,1824,904,9,3,4,1,1,1.89,439,212,651
