Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,628,1466,15,6,3,1,1,2.65,158,367,525
Zero-shot,default,628,1453,12,6,3,1,1,2.47,158,339,497
Zero-shot,creative,628,1391,11,5,3,2,2,2.86,158,326,484
Few-shot,precise,1520,2879,13,6,4,1,2,3.62,344,615,959
Few-shot,default,1520,2689,13,6,4,1,1,3.62,344,589,933
Few-shot,creative,1520,3721,14,7,3,1,1,5.39,344,806,1150
Chain-of-Thought,precise,1687,1502,13,5,3,1,1,2.79,388,335,723
Chain-of-Thought,default,1687,1525,12,6,4,1,1,2.85,388,350,738
Chain-of-Thought,creative,1687,1510,14,6,3,1,1,2.80,388,378,766
Self-Consistency,precise,1302,1877,18,6,3,1,2,3.22,283,486,769
Self-Consistency,default,1302,2213,17,6,3,1,2,3.42,283,516,799
Self-Consistency,creative,1302,2607,18,6,4,2,2,4.55,283,637,920
System Prompt,precise,844,2518,12,6,5,1,4,3.80,197,553,750
System Prompt,default,844,2928,8,4,5,2,3,4.48,197,660,857
System Prompt,creative,844,2828,11,5,3,1,1,4.39,197,615,812
Role Prompt,precise,1099,2551,20,10,3,1,1,3.78,237,561,798
Role Prompt,default,1099,2435,20,10,3,1,1,3.69,237,539,776
Role Prompt,creative,1099,2617,18,10,3,1,1,4.39,237,598,835
Contextual,precise,806,1981,11,6,5,2,2,3.37,188,518,706
Contextual,default,806,2360,16,7,5,1,2,3.66,188,534,722
Contextual,creative,806,2292,11,7,5,2,4,4.08,188,512,700
Tree of Thoughts,precise,1783,1121,12,5,3,1,1,2.36,399,267,666
Tree of Thoughts,default,1783,1453,13,6,4,1,1,2.76,399,366,765
Tree of Thoughts,creative,1783,1371,12,5,4,1,1,7.66,399,316,715
ReAct,precise,1849,2399,18,6,3,1,1,3.28,437,536,973
ReAct,default,1849,1305,9,3,5,2,1,2.44,437,283,720
ReAct,creative,1849,1169,9,3,4,2,1,2.24,437,260,697
