Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,571,1279,8,4,4,3,3,2.14,149,287,436
Zero-shot,default,571,982,8,3,5,3,2,1.73,149,245,394
Zero-shot,creative,571,864,6,3,4,2,3,1.63,149,209,358
Few-shot,precise,1463,2565,14,6,4,2,1,3.78,335,614,949
Few-shot,default,1463,2600,13,6,3,2,1,3.74,335,593,928
Few-shot,creative,1463,2963,12,5,3,2,1,9.46,335,676,1011
Chain-of-Thought,precise,1630,1326,14,6,3,3,1,2.65,379,305,684
Chain-of-Thought,default,1630,1185,13,6,3,2,1,2.73,379,294,673
Chain-of-Thought,creative,1630,1310,12,5,4,2,1,2.97,379,306,685
Self-Consistency,precise,1245,1732,17,6,3,2,1,2.83,274,431,705
Self-Consistency,default,1245,1973,20,9,3,2,1,3.09,274,481,755
Self-Consistency,creative,1245,2094,18,6,3,2,2,3.57,274,499,773
System Prompt,precise,787,2093,9,4,5,2,3,3.09,188,443,631
System Prompt,default,787,1835,10,5,5,2,3,2.93,188,393,581
System Prompt,creative,787,3050,8,4,5,3,3,4.51,188,640,828
Role Prompt,precise,1042,2696,20,10,4,2,1,4.08,228,584,812
Role Prompt,default,1042,2398,22,10,3,2,1,3.50,228,546,774
Role Prompt,creative,1042,1939,15,7,2,2,1,3.14,228,427,655
Contextual,precise,754,2028,13,7,4,3,2,3.09,178,447,625
Contextual,default,754,2001,12,7,4,3,3,3.14,178,455,633
Contextual,creative,754,2376,16,8,4,2,3,3.37,178,520,698
Tree of Thoughts,precise,1726,1240,12,6,4,3,1,2.14,390,304,694
Tree of Thoughts,default,1726,1334,11,5,3,2,1,2.25,390,306,696
Tree of Thoughts,creative,1726,1629,14,6,4,2,2,2.77,390,380,770
ReAct,precise,1792,1206,9,3,3,3,1,2.04,428,266,694
ReAct,default,1792,965,9,3,2,3,1,1.84,428,217,645
ReAct,creative,1792,903,9,3,3,2,1,1.71,428,203,631
