Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,584,2058,15,5,4,2,3,3.07,150,464,614
Zero-shot,default,584,2108,16,5,3,3,1,3.57,150,463,613
Zero-shot,creative,584,2011,13,5,5,2,2,3.14,150,445,595
Few-shot,precise,1476,4256,20,10,4,2,1,5.96,336,946,1282
Few-shot,default,1476,4310,19,9,3,2,1,5.65,336,930,1266
Few-shot,creative,1476,5464,18,8,3,2,1,6.61,336,1131,1467
Chain-of-Thought,precise,1643,2584,21,6,4,2,1,3.60,380,608,988
Chain-of-Thought,default,1643,2057,17,5,4,3,2,3.14,380,479,859
Chain-of-Thought,creative,1643,2259,16,6,4,2,2,3.37,380,504,884
Self-Consistency,precise,1258,2967,21,6,3,2,2,4.39,275,682,957
Self-Consistency,default,1258,3063,24,9,3,3,1,4.35,275,692,967
Self-Consistency,creative,1258,2841,18,6,4,3,2,3.82,275,619,894
System Prompt,precise,800,2975,13,5,5,2,3,4.40,189,662,851
System Prompt,default,800,2916,11,4,3,1,1,4.41,189,726,915
System Prompt,creative,800,3160,16,7,5,2,3,4.47,189,679,868
Role Prompt,precise,1055,3584,25,10,3,2,1,5.02,229,762,991
Role Prompt,default,1055,3650,25,10,3,3,1,5.09,229,783,1012
Role Prompt,creative,1055,3218,19,8,3,2,1,4.08,229,669,898
Contextual,precise,760,2984,17,7,4,2,2,3.95,178,634,812
Contextual,default,760,2022,11,5,4,2,3,3.23,178,434,612
Contextual,creative,760,2081,14,6,5,2,3,3.08,178,457,635
Tree of Thoughts,precise,1739,1977,18,6,4,2,2,2.91,391,456,847
Tree of Thoughts,default,1739,3612,33,4,3,3,1,4.70,391,830,1221
Tree of Thoughts,creative,1739,2089,17,6,3,2,2,2.90,391,472,863
ReAct,precise,1805,1104,9,3,4,2,2,1.77,429,236,665
ReAct,default,1805,1288,9,3,3,3,1,1.90,429,282,711
ReAct,creative,1805,1145,9,3,4,3,2,1.90,429,255,684
