Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,605,1522,10,4,5,2,2,2.47,154,317,471
Zero-shot,default,605,1297,9,4,5,2,1,2.12,154,279,433
Zero-shot,creative,605,1079,8,3,3,2,1,1.72,154,222,376
Few-shot,precise,1497,3449,16,7,4,2,1,4.21,340,706,1046
Few-shot,default,1497,3170,15,6,4,1,1,4.09,340,665,1005
Few-shot,creative,1497,3274,16,7,4,1,1,4.08,340,691,1031
Chain-of-Thought,precise,1664,1887,16,6,4,2,2,3.06,384,414,798
Chain-of-Thought,default,1664,1963,15,5,5,3,1,2.97,384,423,807
Chain-of-Thought,creative,1664,2109,16,6,3,2,1,3.01,384,448,832
Self-Consistency,precise,1279,2400,20,6,3,2,1,3.52,279,538,817
Self-Consistency,default,1279,2456,23,9,3,2,1,3.75,279,561,840
Self-Consistency,creative,1279,3105,26,9,4,2,2,4.46,279,700,979
System Prompt,precise,821,2452,12,5,5,1,3,3.49,193,518,711
System Prompt,default,821,3499,9,4,2,1,1,4.73,193,689,882
System Prompt,creative,821,2751,12,5,3,1,1,3.99,193,640,833
Role Prompt,precise,1076,2859,22,10,4,1,1,4.08,233,592,825
Role Prompt,default,1076,2745,20,10,3,1,1,4.18,233,597,830
Role Prompt,creative,1076,2919,20,10,3,2,1,3.88,233,624,857
Contextual,precise,779,2246,13,7,5,2,2,3.14,181,451,632
Contextual,default,779,2658,15,6,4,2,1,3.60,181,560,741
Contextual,creative,779,2346,13,6,5,2,1,3.37,181,489,670
Tree of Thoughts,precise,1760,1728,18,8,4,2,1,2.64,395,390,785
Tree of Thoughts,default,1760,1605,14,5,4,2,1,2.57,395,341,736
Tree of Thoughts,creative,1760,2423,16,6,5,2,2,3.60,395,506,901
ReAct,precise,1826,1274,9,3,5,2,1,2.63,433,279,712
ReAct,default,1826,1017,9,3,3,1,1,1.93,433,216,649
ReAct,creative,1826,1094,9,3,4,1,2,2.16,433,246,679
