Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,604,1244,11,5,3,1,2,2.60,158,320,478
Zero-shot,default,604,1141,9,4,3,2,2,2.84,158,291,449
Zero-shot,creative,604,1234,10,5,3,2,2,2.23,158,295,453
Few-shot,precise,1496,3385,13,8,2,1,1,5.25,344,881,1225
Few-shot,default,1496,3084,16,7,3,1,1,4.41,344,741,1085
Few-shot,creative,1496,3619,16,7,3,2,1,5.00,344,844,1188
Chain-of-Thought,precise,1663,1714,17,8,3,1,1,2.95,388,425,813
Chain-of-Thought,default,1663,1576,15,7,3,1,1,2.74,388,393,781
Chain-of-Thought,creative,1663,2069,20,10,3,1,1,3.41,388,523,911
Self-Consistency,precise,1278,2096,20,6,3,2,1,3.34,283,514,797
Self-Consistency,default,1278,2224,20,8,3,1,2,3.47,283,561,844
Self-Consistency,creative,1278,2380,21,6,3,2,1,3.83,283,572,855
System Prompt,precise,820,2239,10,5,3,1,1,4.02,197,516,713
System Prompt,default,820,2250,13,6,3,1,1,3.77,197,552,749
System Prompt,creative,820,2299,10,5,3,2,2,3.80,197,539,736
Role Prompt,precise,1075,2782,22,10,3,2,1,4.36,237,647,884
Role Prompt,default,1075,3241,20,10,3,2,1,5.47,237,801,1038
Role Prompt,creative,1075,2743,20,10,3,1,1,4.19,237,640,877
Contextual,precise,803,2004,15,8,5,2,1,3.11,189,451,640
Contextual,default,803,2039,11,6,3,1,2,3.40,189,450,639
Contextual,creative,803,2043,14,7,5,2,3,3.28,189,470,659
Tree of Thoughts,precise,1759,1389,12,6,3,1,2,2.85,399,351,750
Tree of Thoughts,default,1759,1208,11,5,4,1,2,2.24,399,297,696
Tree of Thoughts,creative,1759,1517,13,6,3,1,1,2.74,399,379,778
ReAct,precise,1825,1110,9,3,4,1,1,2.05,437,250,687
ReAct,default,1825,1127,9,3,4,2,1,2.05,437,272,709
ReAct,creative,1825,1171,9,3,3,1,1,3.09,437,266,703
