Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,566,2407,20,5,3,2,1,3.88,146,557,703
Zero-shot,default,566,1924,15,5,3,2,2,2.85,146,426,572
Zero-shot,creative,566,1745,14,5,4,2,3,2.87,146,390,536
Few-shot,precise,1458,3641,17,8,3,2,2,5.42,332,834,1166
Few-shot,default,1458,4012,16,8,3,1,2,5.62,332,867,1199
Few-shot,creative,1458,4535,21,10,3,1,1,6.65,332,1078,1410
Chain-of-Thought,precise,1625,2004,19,7,3,2,2,3.06,376,468,844
Chain-of-Thought,default,1625,2391,19,7,3,2,1,3.47,376,549,925
Chain-of-Thought,creative,1625,2332,22,6,3,2,1,3.47,376,557,933
Self-Consistency,precise,1240,2666,21,6,2,2,1,3.98,271,598,869
Self-Consistency,default,1240,3521,28,8,2,2,2,4.89,271,794,1065
Self-Consistency,creative,1240,3938,24,9,3,2,1,5.84,271,854,1125
System Prompt,precise,782,3129,16,8,5,2,3,4.70,185,667,852
System Prompt,default,782,2695,14,6,3,2,3,4.19,185,584,769
System Prompt,creative,782,2470,11,5,4,2,2,4.39,185,642,827
Role Prompt,precise,1037,3685,30,10,3,2,1,5.62,225,808,1033
Role Prompt,default,1037,3494,26,10,3,2,1,4.80,225,760,985
Role Prompt,creative,1037,3508,25,10,3,2,1,5.07,225,774,999
Contextual,precise,744,2536,15,8,4,1,3,4.14,173,594,767
Contextual,default,744,2752,20,10,4,1,2,4.38,173,636,809
Contextual,creative,744,1938,13,7,5,2,3,3.37,173,445,618
Tree of Thoughts,precise,1721,1891,17,7,2,2,1,3.27,387,451,838
Tree of Thoughts,default,1721,1420,15,6,3,2,2,2.35,387,339,726
Tree of Thoughts,creative,1721,2415,20,10,4,2,3,3.84,387,554,941
ReAct,precise,1787,1045,9,3,4,3,2,1.91,425,215,640
ReAct,default,1787,2193,18,6,3,3,1,3.04,425,464,889
ReAct,creative,1787,965,9,3,3,3,1,1.72,425,205,630
