Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,612,1315,12,6,3,1,1,2.31,155,300,455
Zero-shot,default,612,1691,10,5,4,1,2,3.00,155,337,492
Zero-shot,creative,612,1657,10,5,4,1,2,2.80,155,363,518
Few-shot,precise,1504,3261,18,9,3,1,1,4.15,341,692,1033
Few-shot,default,1504,4157,14,7,2,1,1,5.52,341,927,1268
Few-shot,creative,1504,4004,15,7,3,1,1,5.31,341,859,1200
Chain-of-Thought,precise,1671,1778,16,7,3,1,1,2.96,385,406,791
Chain-of-Thought,default,1671,1801,15,7,3,1,1,2.70,385,389,774
Chain-of-Thought,creative,1671,1722,16,7,3,1,1,2.63,385,378,763
Self-Consistency,precise,1286,2007,18,6,3,1,1,3.35,280,481,761
Self-Consistency,default,1286,2249,21,9,3,1,1,3.38,280,527,807
Self-Consistency,creative,1286,4585,24,8,2,1,1,6.12,280,1022,1302
System Prompt,precise,828,2121,11,5,4,1,3,3.27,194,451,645
System Prompt,default,828,2342,10,5,3,2,2,3.73,194,529,723
System Prompt,creative,828,2709,10,5,3,1,1,3.93,194,582,776
Role Prompt,precise,1083,2499,20,10,2,1,1,3.64,234,526,760
Role Prompt,default,1083,2813,23,10,3,1,1,3.97,234,593,827
Role Prompt,creative,1083,2589,22,10,2,1,1,3.71,234,568,802
Contextual,precise,786,2176,14,7,4,1,3,3.18,182,472,654
Contextual,default,786,2126,12,6,4,1,2,3.05,182,474,656
Contextual,creative,786,2648,12,6,5,1,2,3.81,182,571,753
Tree of Thoughts,precise,1767,1668,15,7,3,1,1,2.67,396,382,778
Tree of Thoughts,default,1767,1099,10,5,3,1,1,2.44,396,256,652
Tree of Thoughts,creative,1767,1474,14,7,3,1,2,3.37,396,347,743
ReAct,precise,1833,978,9,3,4,1,1,1.76,434,206,640
ReAct,default,1833,1246,9,3,4,2,1,1.99,434,252,686
ReAct,creative,1833,1220,9,3,3,1,1,2.27,434,262,696
