Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,565,1234,10,4,3,1,2,2.13,149,300,449
Zero-shot,default,565,1167,8,3,4,2,2,2.15,149,282,431
Zero-shot,creative,565,1287,8,3,4,1,2,2.25,149,296,445
Few-shot,precise,1457,2064,15,6,4,3,1,3.12,335,468,803
Few-shot,default,1457,2534,13,5,5,3,2,3.45,335,545,880
Few-shot,creative,1457,2218,12,5,3,2,2,3.45,335,512,847
Chain-of-Thought,precise,1624,1777,14,5,3,2,1,2.95,379,407,786
Chain-of-Thought,default,1624,1531,12,5,4,3,2,2.63,379,357,736
Chain-of-Thought,creative,1624,1822,16,6,3,2,1,2.86,379,394,773
Self-Consistency,precise,1239,2276,20,6,3,2,1,3.35,274,529,803
Self-Consistency,default,1239,2617,20,6,3,2,1,4.03,274,593,867
Self-Consistency,creative,1239,2441,24,8,3,2,2,3.59,274,576,850
System Prompt,precise,781,3317,9,4,3,2,2,4.53,188,710,898
System Prompt,default,781,2117,10,5,5,2,2,3.75,188,474,662
System Prompt,creative,781,1898,11,5,4,2,3,2.95,188,428,616
Role Prompt,precise,1036,3049,20,10,3,2,1,4.22,228,620,848
Role Prompt,default,1036,2779,19,9,3,1,1,4.36,228,591,819
Role Prompt,creative,1036,2326,17,7,3,2,1,3.36,228,486,714
Contextual,precise,745,1808,10,5,5,2,4,2.81,177,386,563
Contextual,default,745,2043,14,7,4,1,2,3.19,177,467,644
Contextual,creative,745,2119,14,7,5,2,2,3.12,177,460,637
Tree of Thoughts,precise,1720,1321,11,5,4,2,2,2.24,390,286,676
Tree of Thoughts,default,1720,1462,13,6,3,2,1,2.45,390,312,702
Tree of Thoughts,creative,1720,1302,11,5,3,1,1,2.42,390,296,686
ReAct,precise,1786,1036,9,3,4,3,1,1.87,428,224,652
ReAct,default,1786,1075,9,3,4,2,1,1.79,428,232,660
ReAct,creative,1786,1321,9,3,4,2,2,2.33,428,292,720
