Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,621,832,9,4,3,2,2,1.65,161,214,375
Zero-shot,default,621,927,8,3,3,1,2,2.15,161,226,387
Zero-shot,creative,621,1210,9,4,3,2,1,2.35,161,303,464
Few-shot,precise,1513,2624,12,5,3,1,1,3.98,347,652,999
Few-shot,default,1513,2523,11,5,5,3,2,3.99,347,588,935
Few-shot,creative,1513,2514,14,6,3,1,1,3.98,347,652,999
Chain-of-Thought,precise,1680,1124,12,5,2,1,1,1.99,391,275,666
Chain-of-Thought,default,1680,1388,13,5,4,1,1,2.30,391,340,731
Chain-of-Thought,creative,1680,1240,12,5,3,1,1,2.26,391,313,704
Self-Consistency,precise,1295,1727,15,6,3,3,1,3.04,286,430,716
Self-Consistency,default,1295,2099,19,6,3,1,2,3.66,286,545,831
Self-Consistency,creative,1295,1643,15,6,3,3,1,2.89,286,411,697
System Prompt,precise,837,1375,12,5,4,1,3,2.60,200,337,537
System Prompt,default,837,2975,9,4,5,3,1,4.33,200,641,841
System Prompt,creative,837,1707,9,4,5,1,3,3.92,200,402,602
Role Prompt,precise,1092,2144,19,9,3,1,1,3.57,240,509,749
Role Prompt,default,1092,2368,17,7,4,1,1,9.92,240,559,799
Role Prompt,creative,1092,2384,18,8,3,1,1,3.81,240,545,785
Contextual,precise,798,2114,20,10,3,2,1,3.84,189,503,692
Contextual,default,798,1837,15,8,4,1,2,2.86,189,433,622
Contextual,creative,798,1915,16,8,5,2,2,3.17,189,453,642
Tree of Thoughts,precise,1776,996,13,5,2,2,1,2.75,402,261,663
Tree of Thoughts,default,1776,1165,13,5,3,1,1,3.03,402,288,690
Tree of Thoughts,creative,1776,1174,12,6,4,2,2,2.42,402,298,700
ReAct,precise,1842,932,9,3,3,1,1,8.05,440,233,673
ReAct,default,1842,867,9,3,3,2,1,1.96,440,212,652
ReAct,creative,1842,1036,9,3,3,3,2,2.31,440,250,690
