Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,587,1498,13,5,3,1,1,2.68,152,350,502
Zero-shot,default,587,1872,14,6,3,1,1,3.92,152,423,575
Zero-shot,creative,587,1538,13,5,3,1,1,5.66,152,371,523
Few-shot,precise,1479,3372,17,8,4,2,1,8.23,338,746,1084
Few-shot,default,1479,5502,12,5,2,1,1,7.94,338,1247,1585
Few-shot,creative,1479,4199,15,6,3,1,1,11.55,338,897,1235
Chain-of-Thought,precise,1646,1848,18,7,4,1,1,5.07,382,442,824
Chain-of-Thought,default,1646,1891,16,6,4,1,1,3.09,382,447,829
Chain-of-Thought,creative,1646,1799,17,6,3,1,1,4.59,382,448,830
Self-Consistency,precise,1261,2540,23,8,3,1,1,3.76,277,611,888
Self-Consistency,default,1261,2497,21,6,3,1,1,3.67,277,567,844
Self-Consistency,creative,1261,2431,20,9,4,2,2,3.62,277,568,845
System Prompt,precise,803,3264,16,8,4,1,3,4.72,191,712,903
System Prompt,default,803,2519,13,5,5,1,2,3.95,191,549,740
System Prompt,creative,803,3284,16,8,5,1,3,4.87,191,727,918
Role Prompt,precise,1058,2510,20,10,3,1,1,3.64,231,528,759
Role Prompt,default,1058,2756,21,10,3,1,1,4.11,231,603,834
Role Prompt,creative,1058,2434,18,8,3,1,1,3.82,231,542,773
Contextual,precise,786,2118,18,10,5,2,2,3.59,183,500,683
Contextual,default,786,2013,14,7,5,1,2,3.34,183,448,631
Contextual,creative,786,2576,19,11,5,2,2,3.88,183,584,767
Tree of Thoughts,precise,1742,1623,18,8,3,1,1,2.72,393,395,788
Tree of Thoughts,default,1742,1989,17,8,3,1,1,2.93,393,447,840
Tree of Thoughts,creative,1742,1740,15,6,3,1,2,2.50,393,390,783
ReAct,precise,1808,1110,9,3,4,2,1,1.83,431,237,668
ReAct,default,1808,1521,9,3,4,1,1,2.42,431,312,743
ReAct,creative,1808,1445,9,3,5,2,3,2.45,431,315,746
