Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,620,1038,9,4,3,1,2,1.83,158,231,389
Zero-shot,default,620,975,9,4,4,2,2,1.86,158,212,370
Zero-shot,creative,620,1122,9,4,3,1,2,2.02,158,246,404
Few-shot,precise,1512,2545,13,6,3,1,1,3.79,344,562,906
Few-shot,default,1512,2908,12,5,3,2,1,4.29,344,640,984
Few-shot,creative,1512,1929,13,6,3,2,2,3.06,344,453,797
Chain-of-Thought,precise,1679,1738,14,6,2,1,1,2.81,388,391,779
Chain-of-Thought,default,1679,1802,13,5,3,2,2,2.70,388,390,778
Chain-of-Thought,creative,1679,1552,14,6,2,2,2,2.45,388,357,745
Self-Consistency,precise,1294,4285,25,10,2,1,1,5.83,283,1020,1303
Self-Consistency,default,1294,2029,19,7,3,2,1,3.15,283,482,765
Self-Consistency,creative,1294,3003,28,10,4,2,1,4.71,283,722,1005
System Prompt,precise,836,2039,12,6,5,2,3,3.27,197,432,629
System Prompt,default,836,2135,12,6,5,2,3,3.07,197,466,663
System Prompt,creative,836,1725,12,6,4,1,3,2.85,197,408,605
Role Prompt,precise,1091,2792,20,10,2,1,1,3.88,237,625,862
Role Prompt,default,1091,2382,19,9,3,1,1,3.14,237,509,746
Role Prompt,creative,1091,2247,16,8,3,1,1,3.19,237,480,717
Contextual,precise,799,1970,12,7,3,2,1,3.27,187,439,626
Contextual,default,799,1999,13,8,3,2,2,2.96,187,430,617
Contextual,creative,799,2148,14,9,4,2,2,3.17,187,480,667
Tree of Thoughts,precise,1775,1392,13,6,2,2,1,2.45,399,328,727
Tree of Thoughts,default,1775,1244,13,6,3,2,2,2.14,399,292,691
Tree of Thoughts,creative,1775,3046,30,6,2,2,1,4.41,399,739,1138
ReAct,precise,1841,2007,18,6,3,3,1,2.75,437,428,865
ReAct,default,1841,1055,9,3,3,3,1,1.83,437,219,656
ReAct,creative,1841,2087,18,6,3,3,1,2.80,437,450,887
