Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,600,1082,11,4,3,2,2,2.24,155,257,412
Zero-shot,default,600,1332,12,4,4,1,2,2.57,155,317,472
Zero-shot,creative,600,1115,10,4,2,1,2,2.04,155,254,409
Few-shot,precise,1492,1948,14,5,4,1,2,3.16,341,465,806
Few-shot,default,1492,1770,10,4,4,1,1,2.61,341,406,747
Few-shot,creative,1492,1766,12,4,4,1,2,2.74,341,410,751
Chain-of-Thought,precise,1659,1351,14,5,3,1,1,2.30,385,308,693
Chain-of-Thought,default,1659,1410,14,5,4,1,1,2.45,385,322,707
Chain-of-Thought,creative,1659,1553,15,5,3,1,2,2.55,385,360,745
Self-Consistency,precise,1274,2171,18,6,3,1,2,3.38,280,506,786
Self-Consistency,default,1274,1940,18,6,3,2,1,3.02,280,468,748
Self-Consistency,creative,1274,1904,18,6,3,1,1,3.32,280,471,751
System Prompt,precise,816,2729,9,4,4,2,2,4.14,194,585,779
System Prompt,default,816,3476,11,5,5,1,1,4.55,194,678,872
System Prompt,creative,816,1709,9,4,4,1,2,2.87,194,435,629
Role Prompt,precise,1071,2284,18,8,4,1,1,3.35,234,485,719
Role Prompt,default,1071,2906,22,10,4,1,1,3.99,234,630,864
Role Prompt,creative,1071,2177,19,7,2,1,1,3.42,234,485,719
Contextual,precise,776,1844,14,7,4,2,2,3.09,182,414,596
Contextual,default,776,1776,13,7,3,2,2,3.29,182,396,578
Contextual,creative,776,2137,13,7,4,2,2,3.47,182,484,666
Tree of Thoughts,precise,1755,1132,11,5,5,1,2,2.04,396,262,658
Tree of Thoughts,default,1755,1312,14,6,4,1,1,2.45,396,309,705
Tree of Thoughts,creative,1755,1062,12,4,3,1,1,1.85,396,256,652
ReAct,precise,1821,943,9,3,4,1,1,1.72,434,213,647
ReAct,default,1821,875,9,3,3,1,1,1.53,434,198,632
ReAct,creative,1821,910,9,3,3,2,1,1.74,434,211,645
