Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,606,1386,11,4,4,2,2,2.55,156,330,486
Zero-shot,default,606,1328,11,4,4,1,2,2.42,156,309,465
Zero-shot,creative,606,988,9,3,4,1,2,1.86,156,242,398
Few-shot,precise,1498,2274,14,5,4,1,2,3.48,342,534,876
Few-shot,default,1498,2807,16,5,3,2,1,4.19,342,651,993
Few-shot,creative,1498,3107,14,5,4,1,2,4.50,342,716,1058
Chain-of-Thought,precise,1665,1622,15,5,3,1,1,2.75,386,387,773
Chain-of-Thought,default,1665,1309,14,4,4,1,1,2.35,386,309,695
Chain-of-Thought,creative,1665,1518,14,5,4,1,1,2.57,386,345,731
Self-Consistency,precise,1280,1681,15,6,3,1,2,2.69,281,396,677
Self-Consistency,default,1280,1500,15,6,3,1,1,2.44,281,358,639
Self-Consistency,creative,1280,1946,18,6,3,1,1,3.14,281,460,741
System Prompt,precise,822,3482,11,4,3,1,1,4.61,195,753,948
System Prompt,default,822,3486,10,4,5,2,2,4.68,195,719,914
System Prompt,creative,822,2118,10,4,5,1,1,3.39,195,479,674
Role Prompt,precise,1077,2053,19,8,4,1,1,3.56,235,457,692
Role Prompt,default,1077,2398,17,7,4,1,1,3.60,235,525,760
Role Prompt,creative,1077,2821,24,9,3,1,1,4.48,235,626,861
Contextual,precise,784,2127,16,8,4,1,2,3.26,186,477,663
Contextual,default,784,1852,14,8,4,1,1,3.09,186,436,622
Contextual,creative,784,1813,13,6,3,1,2,3.25,186,425,611
Tree of Thoughts,precise,1761,1113,10,4,4,1,1,2.19,397,249,646
Tree of Thoughts,default,1761,1195,12,5,4,1,2,2.39,397,290,687
Tree of Thoughts,creative,1761,1026,12,5,5,1,1,2.27,397,230,627
ReAct,precise,1827,898,9,3,5,2,1,2.22,435,202,637
ReAct,default,1827,847,9,3,4,1,1,1.62,435,201,636
ReAct,creative,1827,869,9,3,4,2,1,1.76,435,199,634
