Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,600,1421,12,5,3,1,2,2.57,152,347,499
Zero-shot,default,600,1692,12,5,4,1,3,2.64,152,388,540
Zero-shot,creative,600,1096,9,3,5,2,3,1.93,152,274,426
Few-shot,precise,1492,4788,18,9,3,1,1,5.93,338,1065,1403
Few-shot,default,1492,3139,18,8,3,2,2,4.41,338,697,1035
Few-shot,creative,1492,2936,16,7,4,2,2,4.05,338,647,985
Chain-of-Thought,precise,1659,1827,18,8,3,1,2,2.90,382,429,811
Chain-of-Thought,default,1659,1488,14,6,3,1,1,2.35,382,353,735
Chain-of-Thought,creative,1659,2187,21,10,3,1,2,3.39,382,508,890
Self-Consistency,precise,1274,2292,22,8,3,2,2,3.76,277,563,840
Self-Consistency,default,1274,2161,20,6,3,2,2,3.54,277,525,802
Self-Consistency,creative,1274,2180,18,6,3,2,2,3.39,277,514,791
System Prompt,precise,816,2605,13,6,5,1,4,4.09,191,585,776
System Prompt,default,816,3356,9,4,2,1,1,5.05,191,846,1037
System Prompt,creative,816,2167,10,5,5,2,4,3.64,191,451,642
Role Prompt,precise,1071,2969,25,10,3,1,1,4.70,231,662,893
Role Prompt,default,1071,3188,27,13,3,2,1,5.11,231,720,951
Role Prompt,creative,1071,2579,20,10,3,1,1,3.66,231,554,785
Contextual,precise,783,2075,12,7,5,1,2,3.19,181,473,654
Contextual,default,783,2131,16,9,5,2,3,3.39,181,467,648
Contextual,creative,783,1866,15,7,4,2,2,3.06,181,428,609
Tree of Thoughts,precise,1755,1391,14,6,3,2,2,3.03,393,346,739
Tree of Thoughts,default,1755,1573,14,4,3,2,1,2.66,393,366,759
Tree of Thoughts,creative,1755,1682,14,6,4,1,2,3.06,393,387,780
ReAct,precise,1821,1022,9,3,3,3,2,1.71,431,226,657
ReAct,default,1821,2171,18,6,5,3,3,2.74,431,482,913
ReAct,creative,1821,1196,9,3,4,2,3,2.12,431,258,689
