Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,573,1102,9,4,4,3,2,2.86,150,271,421
Zero-shot,default,573,1142,11,4,4,3,2,2.70,150,274,424
Zero-shot,creative,573,1209,11,4,3,2,1,2.49,150,300,450
Few-shot,precise,1465,2966,16,8,3,1,1,4.67,336,708,1044
Few-shot,default,1465,2911,16,8,3,2,1,4.17,336,688,1024
Few-shot,creative,1465,2817,15,7,2,1,1,4.29,336,717,1053
Chain-of-Thought,precise,1632,1758,16,7,3,2,1,2.90,380,421,801
Chain-of-Thought,default,1632,1384,13,5,3,2,1,2.43,380,348,728
Chain-of-Thought,creative,1632,1332,14,6,3,2,1,2.31,380,320,700
Self-Consistency,precise,1247,1875,17,6,4,3,1,3.07,275,447,722
Self-Consistency,default,1247,2052,20,9,3,2,2,3.56,275,503,778
Self-Consistency,creative,1247,2150,20,9,2,2,1,3.70,275,520,795
System Prompt,precise,789,2335,12,6,4,3,3,4.15,189,564,753
System Prompt,default,789,1793,11,5,5,2,3,3.10,189,415,604
System Prompt,creative,789,4018,14,6,3,2,2,5.76,189,917,1106
Role Prompt,precise,1044,2295,18,8,3,3,1,3.74,229,519,748
Role Prompt,default,1044,3056,20,10,3,1,1,4.71,229,653,882
Role Prompt,creative,1044,2119,19,8,3,2,1,3.68,229,515,744
Contextual,precise,744,2122,18,10,5,2,2,3.27,178,497,675
Contextual,default,744,2227,15,8,4,2,2,3.48,178,519,697
Contextual,creative,744,1976,13,7,4,2,2,3.28,178,469,647
Tree of Thoughts,precise,1728,1512,18,8,3,2,2,2.64,391,378,769
Tree of Thoughts,default,1728,1530,14,6,3,2,1,2.66,391,372,763
Tree of Thoughts,creative,1728,1349,11,5,4,2,2,2.35,391,311,702
ReAct,precise,1794,747,9,3,5,2,1,1.57,429,181,610
ReAct,default,1794,887,9,3,5,3,2,1.75,429,210,639
ReAct,creative,1794,982,9,3,4,1,2,1.91,429,233,662
