Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,575,1680,12,5,3,1,1,2.65,150,381,531
Zero-shot,default,575,1529,10,4,5,1,2,2.57,150,338,488
Zero-shot,creative,575,1395,10,5,3,1,2,2.25,150,316,466
Few-shot,precise,1467,3237,13,6,4,2,2,4.47,336,723,1059
Few-shot,default,1467,3208,16,7,3,1,1,4.21,336,717,1053
Few-shot,creative,1467,2207,15,5,4,2,1,3.12,336,510,846
Chain-of-Thought,precise,1634,2332,17,7,3,2,1,3.31,380,527,907
Chain-of-Thought,default,1634,2051,15,6,3,1,2,3.07,380,465,845
Chain-of-Thought,creative,1634,2126,17,6,3,2,1,3.47,380,501,881
Self-Consistency,precise,1249,3431,24,8,2,2,1,4.80,275,800,1075
Self-Consistency,default,1249,2949,16,6,4,2,2,3.98,275,688,963
Self-Consistency,creative,1249,2233,19,6,3,2,1,3.35,275,523,798
System Prompt,precise,791,2337,12,5,3,1,1,3.70,189,538,727
System Prompt,default,791,2165,10,4,3,1,1,3.64,189,565,754
System Prompt,creative,791,2222,12,6,4,1,2,3.57,189,485,674
Role Prompt,precise,1046,3404,24,10,3,2,1,4.91,229,747,976
Role Prompt,default,1046,3461,25,10,3,1,1,4.94,229,793,1022
Role Prompt,creative,1046,3033,21,10,2,1,1,4.50,229,677,906
Contextual,precise,758,2463,12,6,4,2,2,3.67,179,536,715
Contextual,default,758,2204,12,6,3,1,2,3.27,179,473,652
Contextual,creative,758,2365,11,6,5,1,2,3.58,179,536,715
Tree of Thoughts,precise,1730,1874,15,5,3,1,2,2.88,391,433,824
Tree of Thoughts,default,1730,1461,12,5,2,2,1,2.33,391,338,729
Tree of Thoughts,creative,1730,1639,11,5,3,1,1,2.65,391,364,755
ReAct,precise,1796,1540,9,3,3,2,1,2.45,429,333,762
ReAct,default,1796,1160,9,3,3,1,1,2.04,429,253,682
ReAct,creative,1796,1501,9,3,3,2,2,2.45,429,330,759
