Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,582,1341,10,4,4,3,3,2.22,151,285,436
Zero-shot,default,582,1372,10,4,4,4,3,2.80,151,282,433
Zero-shot,creative,582,1439,9,4,5,3,3,2.83,151,304,455
Few-shot,precise,1474,3864,18,8,3,2,2,6.68,337,778,1115
Few-shot,default,1474,3035,17,8,4,2,1,4.30,337,646,983
Few-shot,creative,1474,3161,20,8,3,2,1,5.26,337,693,1030
Chain-of-Thought,precise,1641,2108,16,6,4,4,2,2.87,381,425,806
Chain-of-Thought,default,1641,1854,14,6,4,3,2,2.55,381,380,761
Chain-of-Thought,creative,1641,2061,15,6,4,3,2,2.96,381,411,792
Self-Consistency,precise,1256,3116,23,8,3,3,1,4.70,276,657,933
Self-Consistency,default,1256,2871,19,6,3,2,1,3.98,276,611,887
Self-Consistency,creative,1256,2771,21,8,3,2,3,4.82,276,634,910
System Prompt,precise,798,2301,13,6,4,2,3,3.36,190,471,661
System Prompt,default,798,2339,14,7,4,1,3,8.58,190,473,663
System Prompt,creative,798,3109,9,4,5,3,3,4.09,190,618,808
Role Prompt,precise,1053,2318,18,8,3,2,2,3.89,230,479,709
Role Prompt,default,1053,2602,16,6,4,3,1,3.67,230,527,757
Role Prompt,creative,1053,2554,16,8,4,3,2,3.73,230,527,757
Contextual,precise,775,2273,15,7,5,3,3,3.32,180,482,662
Contextual,default,775,2464,15,7,5,4,4,3.36,180,510,690
Contextual,creative,775,2157,14,8,5,3,3,3.17,180,461,641
Tree of Thoughts,precise,1737,1934,15,6,4,3,2,2.75,392,408,800
Tree of Thoughts,default,1737,2000,15,7,3,2,2,3.07,392,416,808
Tree of Thoughts,creative,1737,1589,13,5,4,2,3,2.36,392,345,737
ReAct,precise,1803,1506,9,3,4,2,2,2.23,430,303,733
ReAct,default,1803,1501,9,3,4,2,2,2.66,430,311,741
ReAct,creative,1803,1436,9,3,3,2,1,2.19,430,289,719
