Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,621,1585,16,6,3,1,1,2.65,160,379,539
Zero-shot,default,621,1970,16,7,4,2,2,3.36,160,457,617
Zero-shot,creative,621,2012,13,5,3,1,2,3.46,160,472,632
Few-shot,precise,1513,2926,14,7,3,1,2,4.57,346,671,1017
Few-shot,default,1513,3056,18,8,2,1,1,5.20,346,811,1157
Few-shot,creative,1513,4059,18,8,3,1,1,5.81,346,948,1294
Chain-of-Thought,precise,1680,2104,19,7,3,1,1,3.51,390,508,898
Chain-of-Thought,default,1680,2421,15,6,2,1,2,3.83,390,566,956
Chain-of-Thought,creative,1680,2170,17,6,3,1,1,3.45,390,504,894
Self-Consistency,precise,1295,1933,18,6,3,2,1,3.41,285,445,730
Self-Consistency,default,1295,2247,21,6,3,2,1,3.70,285,547,832
Self-Consistency,creative,1295,4325,41,12,4,2,2,6.59,285,1024,1309
System Prompt,precise,837,3049,16,6,5,1,2,4.80,199,689,888
System Prompt,default,837,3748,19,7,4,2,2,5.62,199,860,1059
System Prompt,creative,837,3287,13,5,3,1,1,4.64,199,737,936
Role Prompt,precise,1092,3031,25,10,2,1,1,4.35,239,701,940
Role Prompt,default,1092,2747,20,10,3,1,1,4.49,239,613,852
Role Prompt,creative,1092,2918,25,12,2,1,1,4.82,239,675,914
Contextual,precise,795,2500,22,10,4,1,2,4.51,187,586,773
Contextual,default,795,2437,17,10,3,2,2,3.71,187,543,730
Contextual,creative,795,2460,20,10,2,2,1,4.13,187,551,738
Tree of Thoughts,precise,1776,1882,18,6,2,2,1,3.47,401,435,836
Tree of Thoughts,default,1776,1524,14,6,3,1,1,2.81,401,376,777
Tree of Thoughts,creative,1776,1856,18,8,2,1,2,3.44,401,443,844
ReAct,precise,1842,1128,9,3,3,2,2,2.63,439,260,699
ReAct,default,1842,913,9,3,3,1,1,1.69,439,204,643
ReAct,creative,1842,1171,9,3,4,3,1,2.08,439,262,701
