Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,581,1557,12,6,4,1,2,2.50,148,344,492
Zero-shot,default,581,1203,8,4,5,1,3,2.14,148,275,423
Zero-shot,creative,581,1643,13,6,3,1,2,2.74,148,370,518
Few-shot,precise,1473,3365,12,6,3,1,2,4.60,334,732,1066
Few-shot,default,1473,3889,13,6,3,1,1,4.91,334,822,1156
Few-shot,creative,1473,3479,15,8,3,1,1,5.12,334,828,1162
Chain-of-Thought,precise,1640,2233,17,7,4,1,2,3.53,378,487,865
Chain-of-Thought,default,1640,2146,17,7,3,2,2,3.09,378,476,854
Chain-of-Thought,creative,1640,2653,20,10,4,1,2,3.89,378,570,948
Self-Consistency,precise,1255,2478,20,9,3,1,1,3.68,273,571,844
Self-Consistency,default,1255,2571,20,6,4,1,3,3.95,273,609,882
Self-Consistency,creative,1255,3247,24,12,4,2,2,4.65,273,718,991
System Prompt,precise,797,2724,11,5,4,1,2,4.38,187,687,874
System Prompt,default,797,2104,12,6,5,1,3,3.05,187,462,649
System Prompt,creative,797,3814,20,10,5,1,2,5.09,187,865,1052
Role Prompt,precise,1052,3166,20,10,4,1,2,4.34,227,671,898
Role Prompt,default,1052,3234,20,10,3,1,1,4.39,227,676,903
Role Prompt,creative,1052,3130,20,10,3,1,1,4.17,227,646,873
Contextual,precise,757,2318,12,6,5,2,2,3.52,176,501,677
Contextual,default,757,2507,13,6,5,1,2,4.34,176,564,740
Contextual,creative,757,1748,12,6,5,2,3,2.75,176,374,550
Tree of Thoughts,precise,1736,1340,12,6,5,1,2,2.24,389,321,710
Tree of Thoughts,default,1736,1565,14,7,4,1,2,2.66,389,347,736
Tree of Thoughts,creative,1736,1474,14,7,3,1,2,2.52,389,360,749
ReAct,precise,1802,1159,9,3,3,1,1,2.08,427,260,687
ReAct,default,1802,1247,9,3,4,1,2,2.01,427,283,710
ReAct,creative,1802,1320,9,3,5,2,1,1.95,427,281,708
