Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,569,964,11,5,4,3,3,2.09,149,240,389
Zero-shot,default,569,1054,12,5,4,2,3,2.28,149,265,414
Zero-shot,creative,569,882,9,5,4,2,3,1.81,149,226,375
Few-shot,precise,1461,3287,20,10,2,1,1,5.07,335,776,1111
Few-shot,default,1461,2770,17,8,3,1,2,4.47,335,650,985
Few-shot,creative,1461,2282,13,6,4,2,2,3.88,335,535,870
Chain-of-Thought,precise,1628,1643,17,7,3,1,1,2.96,379,409,788
Chain-of-Thought,default,1628,1667,18,8,3,1,2,2.89,379,406,785
Chain-of-Thought,creative,1628,1942,19,9,3,1,2,3.54,379,481,860
Self-Consistency,precise,1243,1845,18,6,3,2,2,3.16,274,447,721
Self-Consistency,default,1243,1830,17,9,2,2,2,2.96,274,438,712
Self-Consistency,creative,1243,2019,18,6,2,2,2,3.49,274,486,760
System Prompt,precise,785,2546,9,4,2,1,2,4.19,188,550,738
System Prompt,default,785,2836,9,4,2,2,2,4.40,188,612,800
System Prompt,creative,785,3480,13,6,3,1,2,5.08,188,777,965
Role Prompt,precise,1040,2533,22,10,3,1,2,4.10,228,616,844
Role Prompt,default,1040,2276,22,10,2,1,1,3.51,228,530,758
Role Prompt,creative,1040,2516,21,9,2,1,1,4.35,228,591,819
Contextual,precise,749,2466,17,9,4,2,2,4.08,177,563,740
Contextual,default,749,2316,14,7,5,2,4,3.89,177,521,698
Contextual,creative,749,2322,17,9,3,1,2,3.91,177,534,711
Tree of Thoughts,precise,1724,1015,11,5,3,1,2,2.03,390,249,639
Tree of Thoughts,default,1724,811,9,4,4,1,3,1.72,390,200,590
Tree of Thoughts,creative,1724,650,8,4,3,1,3,1.43,390,164,554
ReAct,precise,1790,739,9,3,2,3,1,1.74,428,181,609
ReAct,default,1790,938,9,3,3,2,2,1.84,428,230,658
ReAct,creative,1790,868,9,3,4,2,3,2.05,428,214,642
