Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,563,1126,10,4,2,2,2,7.08,148,281,429
Zero-shot,default,563,1420,12,5,3,1,1,2.47,148,335,483
Zero-shot,creative,563,1074,11,4,2,1,1,2.15,148,266,414
Few-shot,precise,1455,2701,15,7,3,1,1,19.04,334,627,961
Few-shot,default,1455,3243,12,6,3,1,1,4.61,334,720,1054
Few-shot,creative,1455,2972,16,7,3,1,1,4.16,334,675,1009
Chain-of-Thought,precise,1622,1691,15,7,3,1,1,2.52,378,389,767
Chain-of-Thought,default,1622,2438,22,10,3,1,1,3.70,378,560,938
Chain-of-Thought,creative,1622,1841,17,7,2,1,1,3.01,378,448,826
Self-Consistency,precise,1237,2348,20,8,2,1,2,3.55,273,543,816
Self-Consistency,default,1237,2238,15,6,2,1,2,3.47,273,522,795
Self-Consistency,creative,1237,2780,20,6,3,1,1,4.32,273,628,901
System Prompt,precise,779,2149,11,5,3,1,2,3.80,187,578,765
System Prompt,default,779,2777,12,5,4,1,2,4.67,187,703,890
System Prompt,creative,779,2972,11,5,5,1,3,4.49,187,652,839
Role Prompt,precise,1034,2754,22,10,3,1,1,4.48,227,643,870
Role Prompt,default,1034,2999,22,10,3,1,1,4.73,227,682,909
Role Prompt,creative,1034,3006,22,10,3,1,1,4.77,227,695,922
Contextual,precise,762,1708,10,5,3,3,2,3.64,179,474,653
Contextual,default,762,1847,10,5,4,1,2,3.43,179,455,634
Contextual,creative,762,2409,17,7,4,1,2,3.64,179,527,706
Tree of Thoughts,precise,1718,1432,13,6,3,1,1,2.52,389,348,737
Tree of Thoughts,default,1718,1164,11,5,3,1,1,2.26,389,292,681
Tree of Thoughts,creative,1718,1455,12,5,3,1,1,2.92,389,351,740
ReAct,precise,1784,1151,9,3,4,2,2,2.33,427,252,679
ReAct,default,1784,995,9,3,3,2,1,1.81,427,220,647
ReAct,creative,1784,942,9,3,3,2,1,1.70,427,217,644
