Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,586,1869,17,6,3,2,1,2.86,151,415,566
Zero-shot,default,586,1569,14,5,4,2,2,2.45,151,352,503
Zero-shot,creative,586,1388,11,4,4,2,3,2.24,151,319,470
Few-shot,precise,1478,4503,20,10,3,2,1,5.83,337,982,1319
Few-shot,default,1478,2943,17,9,3,2,2,4.11,337,658,995
Few-shot,creative,1478,3473,15,7,2,1,1,5.08,337,793,1130
Chain-of-Thought,precise,1645,1978,19,8,3,2,1,3.06,381,474,855
Chain-of-Thought,default,1645,2091,19,8,4,2,2,3.06,381,468,849
Chain-of-Thought,creative,1645,2072,17,7,4,2,2,3.12,381,477,858
Self-Consistency,precise,1260,2706,21,6,3,2,2,4.23,276,664,940
Self-Consistency,default,1260,2299,18,6,3,2,2,3.69,276,545,821
Self-Consistency,creative,1260,3291,24,8,3,2,1,4.58,276,748,1024
System Prompt,precise,802,3386,14,6,4,2,2,4.72,190,780,970
System Prompt,default,802,2342,12,5,5,2,4,3.68,190,623,813
System Prompt,creative,802,3075,11,5,3,1,3,4.49,190,698,888
Role Prompt,precise,1057,2842,26,10,3,2,1,4.29,230,647,877
Role Prompt,default,1057,3417,27,12,2,1,1,4.80,230,759,989
Role Prompt,creative,1057,3676,27,12,3,2,1,5.00,230,792,1022
Contextual,precise,769,2529,20,10,4,2,2,3.65,180,576,756
Contextual,default,769,2211,16,8,4,2,3,3.40,180,497,677
Contextual,creative,769,2387,14,7,5,1,3,3.56,180,521,701
Tree of Thoughts,precise,1741,1512,17,7,3,2,2,2.54,392,360,752
Tree of Thoughts,default,1741,1564,16,6,4,2,2,2.47,392,359,751
Tree of Thoughts,creative,1741,4128,40,8,3,2,1,4.93,392,947,1339
ReAct,precise,1807,2097,18,6,4,3,1,2.73,430,456,886
ReAct,default,1807,1112,9,3,5,2,2,1.97,430,264,694
ReAct,creative,1807,1006,9,3,3,3,2,1.71,430,223,653
