Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,626,2110,20,8,3,3,1,3.23,157,508,665
Zero-shot,default,626,2119,18,7,3,3,2,3.56,157,501,658
Zero-shot,creative,626,2185,16,6,4,4,2,3.59,157,515,672
Few-shot,precise,1518,3350,19,9,3,4,2,4.60,343,753,1096
Few-shot,default,1518,2984,15,7,3,3,2,3.91,343,639,982
Few-shot,creative,1518,2545,14,6,4,3,1,3.65,343,552,895
Chain-of-Thought,precise,1685,2428,18,7,3,3,2,3.57,387,539,926
Chain-of-Thought,default,1685,2160,16,6,3,3,2,2.96,387,482,869
Chain-of-Thought,creative,1685,1824,17,7,3,3,2,2.79,387,436,823
Self-Consistency,precise,1300,3029,26,9,3,3,1,4.27,282,706,988
Self-Consistency,default,1300,2759,21,6,2,3,2,4.29,282,641,923
Self-Consistency,creative,1300,3255,27,9,2,4,1,4.70,282,733,1015
System Prompt,precise,842,3159,17,7,4,3,2,4.69,196,716,912
System Prompt,default,842,3049,15,6,5,3,3,4.33,196,683,879
System Prompt,creative,842,2768,15,6,4,4,3,3.84,196,648,844
Role Prompt,precise,1097,3385,25,10,3,3,1,4.55,236,731,967
Role Prompt,default,1097,2931,22,10,3,3,1,4.33,236,666,902
Role Prompt,creative,1097,3162,24,10,3,3,1,4.16,236,693,929
Contextual,precise,809,1795,14,7,4,5,3,2.78,188,404,592
Contextual,default,809,2350,16,8,4,4,2,3.48,188,538,726
Contextual,creative,809,1927,14,7,4,5,3,2.96,188,421,609
Tree of Thoughts,precise,1781,1777,16,7,3,3,2,2.76,398,409,807
Tree of Thoughts,default,1781,1577,14,6,3,3,2,2.33,398,368,766
Tree of Thoughts,creative,1781,1902,18,8,3,2,2,2.98,398,467,865
ReAct,precise,1847,2393,18,6,4,5,1,2.96,436,506,942
ReAct,default,1847,1166,9,3,3,5,1,1.83,436,258,694
ReAct,creative,1847,1182,9,3,4,4,2,1.84,436,262,698
