Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,626,1894,17,5,3,2,1,3.06,159,432,591
Zero-shot,default,626,1679,15,5,3,2,1,2.65,159,371,530
Zero-shot,creative,626,1508,13,5,4,2,1,2.37,159,341,500
Few-shot,precise,1518,3140,21,10,4,2,2,4.48,345,733,1078
Few-shot,default,1518,2998,20,9,3,1,2,3.98,345,703,1048
Few-shot,creative,1518,3518,14,7,3,2,1,4.68,345,824,1169
Chain-of-Thought,precise,1685,1767,20,7,2,2,1,2.87,389,421,810
Chain-of-Thought,default,1685,1846,19,6,3,2,1,2.67,389,431,820
Chain-of-Thought,creative,1685,1966,20,7,3,2,2,2.82,389,470,859
Self-Consistency,precise,1300,2679,24,9,3,2,1,4.02,284,611,895
Self-Consistency,default,1300,2831,24,9,3,2,1,4.28,284,643,927
Self-Consistency,creative,1300,2283,25,9,3,2,1,3.46,284,542,826
System Prompt,precise,842,2742,15,7,5,1,3,4.07,198,573,771
System Prompt,default,842,3139,15,6,3,1,3,4.42,198,713,911
System Prompt,creative,842,3334,14,6,5,1,2,5.00,198,747,945
Role Prompt,precise,1097,3021,24,10,3,2,1,3.98,238,653,891
Role Prompt,default,1097,3120,28,10,3,2,1,4.80,238,707,945
Role Prompt,creative,1097,3749,29,12,2,1,1,5.03,238,815,1053
Contextual,precise,809,2484,14,7,5,2,4,4.04,190,528,718
Contextual,default,809,2239,18,8,4,3,3,8.52,190,493,683
Contextual,creative,809,2425,17,8,4,2,3,3.70,190,535,725
Tree of Thoughts,precise,1781,1763,18,8,4,1,3,2.84,400,426,826
Tree of Thoughts,default,1781,1441,17,6,2,2,1,2.24,400,352,752
Tree of Thoughts,creative,1781,1749,16,6,4,2,2,2.96,400,402,802
ReAct,precise,1847,999,9,3,3,2,1,1.63,438,222,660
ReAct,default,1847,1219,9,3,3,3,1,1.82,438,259,697
ReAct,creative,1847,1259,9,3,3,1,1,2.02,438,259,697
