Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,632,1364,11,5,4,2,3,2.44,159,316,475
Zero-shot,default,632,1526,12,5,3,2,2,2.43,159,347,506
Zero-shot,creative,632,1529,10,4,4,2,2,2.60,159,338,497
Few-shot,precise,1524,3496,14,7,3,1,1,4.39,345,717,1062
Few-shot,default,1524,3419,15,7,3,1,1,4.80,345,764,1109
Few-shot,creative,1524,3638,10,4,2,1,2,5.01,345,799,1144
Chain-of-Thought,precise,1691,1793,16,6,3,2,2,2.94,389,404,793
Chain-of-Thought,default,1691,1910,15,6,3,2,2,2.59,389,417,806
Chain-of-Thought,creative,1691,1610,13,5,3,2,2,2.62,389,343,732
Self-Consistency,precise,1306,1729,15,6,3,2,2,2.76,284,385,669
Self-Consistency,default,1306,1660,15,6,2,2,2,2.63,284,382,666
Self-Consistency,creative,1306,2990,27,8,3,2,1,4.32,284,679,963
System Prompt,precise,848,2120,14,7,4,1,2,3.14,198,462,660
System Prompt,default,848,1996,10,5,5,1,4,3.40,198,436,634
System Prompt,creative,848,2009,10,5,4,1,2,3.14,198,424,622
Role Prompt,precise,1103,2566,20,10,3,1,1,3.54,238,560,798
Role Prompt,default,1103,2522,19,9,4,2,2,3.81,238,529,767
Role Prompt,creative,1103,2707,20,10,3,2,1,3.69,238,566,804
Contextual,precise,817,2017,13,7,4,2,3,3.10,189,433,622
Contextual,default,817,1730,11,6,4,2,5,2.78,189,393,582
Contextual,creative,817,2451,18,9,5,1,3,3.85,189,551,740
Tree of Thoughts,precise,1787,1535,14,5,3,1,2,2.69,400,356,756
Tree of Thoughts,default,1787,1037,12,5,3,2,2,1.80,400,235,635
Tree of Thoughts,creative,1787,1616,14,6,3,1,2,2.47,400,361,761
ReAct,precise,1853,1047,9,3,4,2,1,1.93,438,219,657
ReAct,default,1853,1448,9,3,4,2,2,2.24,438,296,734
ReAct,creative,1853,1426,9,3,3,2,1,2.30,438,297,735
