Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,621,1716,15,5,3,2,1,3.62,160,384,544
Zero-shot,default,621,2034,13,5,2,2,2,3.20,160,445,605
Zero-shot,creative,621,1773,13,5,3,1,2,2.68,160,404,564
Few-shot,precise,1513,3248,16,7,4,2,2,4.75,346,736,1082
Few-shot,default,1513,4755,16,8,4,1,1,6.54,346,1032,1378
Few-shot,creative,1513,3551,17,7,3,2,1,5.20,346,776,1122
Chain-of-Thought,precise,1680,1868,18,7,2,2,1,3.06,390,434,824
Chain-of-Thought,default,1680,1879,18,7,2,2,1,3.17,390,430,820
Chain-of-Thought,creative,1680,1863,16,6,2,2,1,3.06,390,433,823
Self-Consistency,precise,1295,2399,21,6,3,2,2,3.68,285,541,826
Self-Consistency,default,1295,2128,21,6,3,2,1,3.28,285,506,791
Self-Consistency,creative,1295,2726,24,6,3,2,1,3.87,285,604,889
System Prompt,precise,837,3859,11,4,2,1,1,5.38,199,787,986
System Prompt,default,837,2821,14,5,5,2,3,4.40,199,600,799
System Prompt,creative,837,2348,13,6,4,1,3,3.91,199,508,707
Role Prompt,precise,1092,2643,21,10,3,2,1,3.99,239,575,814
Role Prompt,default,1092,2722,22,10,3,2,1,4.07,239,598,837
Role Prompt,creative,1092,2975,19,7,3,2,1,4.31,239,644,883
Contextual,precise,806,1940,14,8,4,1,3,3.30,190,453,643
Contextual,default,806,2055,15,7,3,2,2,3.44,190,476,666
Contextual,creative,806,2084,17,8,4,2,2,3.47,190,458,648
Tree of Thoughts,precise,1776,1618,16,7,3,1,1,2.66,401,373,774
Tree of Thoughts,default,1776,1771,18,8,3,2,2,2.96,401,416,817
Tree of Thoughts,creative,1776,1438,15,6,3,1,2,2.56,401,341,742
ReAct,precise,1842,1045,9,3,4,3,1,1.95,439,226,665
ReAct,default,1842,1067,9,3,4,3,1,1.92,439,229,668
ReAct,creative,1842,1298,9,3,3,3,1,1.97,439,280,719
