Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,601,1653,11,5,4,1,3,2.82,151,379,530
Zero-shot,default,601,1507,11,5,4,1,3,2.64,151,370,521
Zero-shot,creative,601,1887,10,5,5,1,3,2.94,151,413,564
Few-shot,precise,1493,3858,15,7,3,1,2,5.45,337,883,1220
Few-shot,default,1493,3357,19,9,3,1,2,4.81,337,784,1121
Few-shot,creative,1493,4487,19,9,3,1,2,5.88,337,981,1318
Chain-of-Thought,precise,1660,1894,16,7,3,1,2,3.04,381,451,832
Chain-of-Thought,default,1660,2611,18,8,3,2,2,3.93,381,601,982
Chain-of-Thought,creative,1660,2299,20,10,4,1,3,3.55,381,545,926
Self-Consistency,precise,1275,2276,18,6,3,2,3,3.58,276,540,816
Self-Consistency,default,1275,2861,24,12,3,2,2,3.99,276,636,912
Self-Consistency,creative,1275,4515,39,18,3,2,2,5.52,276,1021,1297
System Prompt,precise,817,2542,12,6,4,1,3,3.93,190,584,774
System Prompt,default,817,2037,10,5,4,1,3,3.21,190,443,633
System Prompt,creative,817,2836,11,5,4,1,3,4.01,190,658,848
Role Prompt,precise,1072,2901,20,10,3,1,2,3.97,230,656,886
Role Prompt,default,1072,3322,20,10,3,1,2,4.69,230,721,951
Role Prompt,creative,1072,2817,20,10,3,1,2,4.08,230,647,877
Contextual,precise,770,1742,12,7,4,2,3,2.65,178,397,575
Contextual,default,770,1942,16,8,4,2,3,3.01,178,445,623
Contextual,creative,770,1861,12,6,4,2,3,8.23,178,407,585
Tree of Thoughts,precise,1756,1829,15,7,3,2,2,3.08,392,439,831
Tree of Thoughts,default,1756,1936,18,9,3,1,2,3.15,392,469,861
Tree of Thoughts,creative,1756,1838,14,6,3,2,2,2.97,392,422,814
ReAct,precise,1822,1057,9,3,4,1,1,1.73,430,222,652
ReAct,default,1822,1152,9,3,4,1,2,1.67,430,257,687
ReAct,creative,1822,2323,18,6,4,1,2,2.91,430,498,928
