Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,604,1041,9,4,3,3,3,1.83,156,241,397
Zero-shot,default,604,1494,6,3,5,1,3,2.31,156,318,474
Zero-shot,creative,604,1018,10,5,3,2,3,1.97,156,252,408
Few-shot,precise,1496,3319,20,10,3,2,2,4.61,342,770,1112
Few-shot,default,1496,2239,14,6,4,2,2,3.57,342,543,885
Few-shot,creative,1496,5057,20,9,3,1,2,6.85,342,1158,1500
Chain-of-Thought,precise,1663,1455,15,7,3,2,2,2.51,386,361,747
Chain-of-Thought,default,1663,1538,15,7,3,3,2,2.69,386,374,760
Chain-of-Thought,creative,1663,1316,15,7,3,2,2,2.36,386,335,721
Self-Consistency,precise,1278,1706,17,8,3,2,2,2.98,281,427,708
Self-Consistency,default,1278,1496,15,6,2,2,2,2.43,281,360,641
Self-Consistency,creative,1278,2120,21,10,3,2,3,3.48,281,522,803
System Prompt,precise,820,2064,10,5,5,2,3,3.27,195,508,703
System Prompt,default,820,1228,10,5,4,2,4,2.46,195,328,523
System Prompt,creative,820,1636,8,4,3,2,3,2.96,195,434,629
Role Prompt,precise,1075,2286,20,10,3,1,2,3.78,235,529,764
Role Prompt,default,1075,2305,20,10,3,1,1,3.69,235,539,774
Role Prompt,creative,1075,2197,20,10,3,1,1,3.67,235,511,746
Contextual,precise,778,2130,15,8,4,2,3,3.37,183,476,659
Contextual,default,778,2576,19,10,3,2,2,4.11,183,585,768
Contextual,creative,778,2050,17,9,3,2,2,3.15,183,458,641
Tree of Thoughts,precise,1759,1035,11,5,4,2,2,2.04,397,264,661
Tree of Thoughts,default,1759,1443,14,7,3,2,2,2.50,397,352,749
Tree of Thoughts,creative,1759,1043,10,5,3,2,2,1.96,397,249,646
ReAct,precise,1825,777,9,3,3,3,2,1.76,435,193,628
ReAct,default,1825,1065,9,3,3,3,4,2.16,435,249,684
ReAct,creative,1825,921,9,3,3,3,3,1.82,435,216,651
