Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,630,1865,14,6,4,2,2,3.00,161,415,576
Zero-shot,default,630,1618,13,5,3,1,2,2.65,161,364,525
Zero-shot,creative,630,2174,15,6,3,1,1,3.88,161,486,647
Few-shot,precise,1522,4247,12,6,2,1,1,5.54,347,959,1306
Few-shot,default,1522,3905,11,5,3,1,1,5.30,347,865,1212
Few-shot,creative,1522,3130,15,8,3,2,1,4.36,347,687,1034
Chain-of-Thought,precise,1689,2261,15,6,2,1,1,3.42,391,485,876
Chain-of-Thought,default,1689,2085,17,7,3,1,1,3.00,391,461,852
Chain-of-Thought,creative,1689,1737,16,6,3,1,1,2.81,391,387,778
Self-Consistency,precise,1304,4138,27,8,3,2,1,5.72,286,978,1264
Self-Consistency,default,1304,3678,29,11,2,2,1,5.11,286,813,1099
Self-Consistency,creative,1304,2159,20,6,2,2,1,3.06,286,491,777
System Prompt,precise,846,2230,11,5,3,1,1,3.88,200,595,795
System Prompt,default,846,3667,18,9,3,1,2,5.31,200,800,1000
System Prompt,creative,846,3073,13,6,5,1,3,5.21,200,678,878
Role Prompt,precise,1101,3039,22,10,3,1,1,4.19,240,609,849
Role Prompt,default,1101,4183,26,12,3,1,1,5.72,240,831,1071
Role Prompt,creative,1101,4003,25,10,3,1,1,5.55,240,869,1109
Contextual,precise,804,2709,15,7,4,2,2,4.46,188,642,830
Contextual,default,804,3157,18,8,4,1,3,4.98,188,662,850
Contextual,creative,804,3374,15,7,4,2,1,4.86,188,735,923
Tree of Thoughts,precise,1785,2143,16,7,2,1,1,3.63,402,473,875
Tree of Thoughts,default,1785,1913,13,5,3,1,1,2.82,402,402,804
Tree of Thoughts,creative,1785,2156,15,6,3,1,1,3.30,402,474,876
ReAct,precise,1851,1162,9,3,2,1,1,1.99,440,244,684
ReAct,default,1851,1357,9,3,2,1,1,2.22,440,283,723
ReAct,creative,1851,1171,9,3,2,1,1,2.13,440,251,691
