Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,646,1240,13,5,4,1,2,2.54,165,297,462
Zero-shot,default,646,1434,14,5,3,1,2,2.48,165,339,504
Zero-shot,creative,646,1345,12,5,3,2,2,2.25,165,314,479
Few-shot,precise,1538,3268,18,8,4,2,1,4.72,351,757,1108
Few-shot,default,1538,3438,20,10,4,2,2,5.05,351,803,1154
Few-shot,creative,1538,2758,19,9,3,1,2,4.39,351,668,1019
Chain-of-Thought,precise,1705,1852,18,7,3,2,1,3.16,395,443,838
Chain-of-Thought,default,1705,1816,17,8,4,1,2,2.96,395,424,819
Chain-of-Thought,creative,1705,1816,16,7,3,1,1,3.06,395,424,819
Self-Consistency,precise,1320,2184,20,6,3,2,1,3.37,290,511,801
Self-Consistency,default,1320,2449,21,6,4,2,1,3.76,290,593,883
Self-Consistency,creative,1320,2399,20,6,3,2,1,3.70,290,566,856
System Prompt,precise,862,2079,12,5,4,1,1,3.47,204,508,712
System Prompt,default,862,3553,12,5,4,2,2,4.60,204,751,955
System Prompt,creative,862,2491,14,6,5,2,3,3.68,204,555,759
Role Prompt,precise,1117,2536,20,10,3,1,1,4.09,244,592,836
Role Prompt,default,1117,2584,20,10,3,1,1,3.78,244,584,828
Role Prompt,creative,1117,2748,22,10,2,1,1,4.00,244,605,849
Contextual,precise,823,1945,16,8,3,2,2,3.05,193,426,619
Contextual,default,823,2189,16,8,4,1,2,3.17,193,471,664
Contextual,creative,823,2174,16,8,4,2,2,3.47,193,476,669
Tree of Thoughts,precise,1801,1631,18,8,3,1,1,2.70,406,381,787
Tree of Thoughts,default,1801,1670,20,10,3,1,1,2.81,406,405,811
Tree of Thoughts,creative,1801,1343,14,6,3,2,1,2.35,406,320,726
ReAct,precise,1867,928,9,3,3,1,2,1.63,444,210,654
ReAct,default,1867,2037,18,6,3,2,2,2.86,444,448,892
ReAct,creative,1867,1953,18,6,4,2,1,2.76,444,436,880
