Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,651,1797,11,4,4,2,3,3.16,164,414,578
Zero-shot,default,651,1758,12,5,4,1,2,2.85,164,395,559
Zero-shot,creative,651,1605,10,4,4,2,2,2.77,164,372,536
Few-shot,precise,1543,2684,15,7,4,1,3,3.97,350,613,963
Few-shot,default,1543,3121,18,8,3,1,2,4.52,350,717,1067
Few-shot,creative,1543,3050,13,6,3,1,2,4.18,350,688,1038
Chain-of-Thought,precise,1710,2149,16,7,4,2,2,3.40,394,488,882
Chain-of-Thought,default,1710,2042,16,7,3,1,2,3.42,394,460,854
Chain-of-Thought,creative,1710,2145,17,8,4,2,2,3.40,394,477,871
Self-Consistency,precise,1325,2606,21,6,4,2,2,4.19,289,621,910
Self-Consistency,default,1325,2257,18,6,3,3,2,3.58,289,528,817
Self-Consistency,creative,1325,2819,26,9,3,2,2,4.30,289,661,950
System Prompt,precise,867,2138,9,4,5,1,1,3.53,203,494,697
System Prompt,default,867,2245,9,4,5,2,4,3.82,203,506,709
System Prompt,creative,867,1972,9,4,3,1,2,3.37,203,446,649
Role Prompt,precise,1122,2724,20,10,4,2,2,3.88,243,589,832
Role Prompt,default,1122,2674,18,8,3,1,2,3.78,243,574,817
Role Prompt,creative,1122,2625,20,10,3,1,1,3.94,243,578,821
Contextual,precise,836,2279,14,7,5,2,2,3.74,194,520,714
Contextual,default,836,2154,14,7,5,3,2,3.04,194,461,655
Contextual,creative,836,2380,14,7,4,2,2,3.89,194,515,709
Tree of Thoughts,precise,1806,1505,14,7,4,1,3,2.76,405,370,775
Tree of Thoughts,default,1806,1613,15,7,3,1,1,2.86,405,376,781
Tree of Thoughts,creative,1806,1569,14,7,3,1,1,2.65,405,372,777
ReAct,precise,1872,1158,9,3,5,3,2,2.10,443,253,696
ReAct,default,1872,1236,9,3,5,3,2,2.03,443,264,707
ReAct,creative,1872,1440,9,3,5,2,1,2.41,443,308,751
