Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,608,1112,10,4,4,2,2,2.14,157,272,429
Zero-shot,default,608,1841,12,5,5,2,2,2.92,157,445,602
Zero-shot,creative,608,1517,13,5,5,3,2,2.42,157,354,511
Few-shot,precise,1500,2208,14,6,4,2,2,3.40,343,516,859
Few-shot,default,1500,3606,16,6,3,2,2,5.50,343,796,1139
Few-shot,creative,1500,3173,18,8,3,2,2,4.76,343,725,1068
Chain-of-Thought,precise,1667,1789,16,6,4,2,2,2.79,387,429,816
Chain-of-Thought,default,1667,1638,16,6,3,3,2,2.73,387,386,773
Chain-of-Thought,creative,1667,1914,16,5,4,2,2,3.06,387,454,841
Self-Consistency,precise,1282,3045,25,8,3,2,1,4.86,282,741,1023
Self-Consistency,default,1282,3673,36,12,3,2,1,5.21,282,884,1166
Self-Consistency,creative,1282,2414,18,6,4,2,2,4.04,282,582,864
System Prompt,precise,824,2146,11,5,5,2,5,3.44,196,471,667
System Prompt,default,824,3106,10,5,5,3,3,4.43,196,655,851
System Prompt,creative,824,2809,14,6,5,3,5,4.10,196,613,809
Role Prompt,precise,1079,2409,20,10,3,2,1,3.70,236,554,790
Role Prompt,default,1079,2514,20,10,3,2,1,3.96,236,563,799
Role Prompt,creative,1079,2802,19,9,4,2,2,19.45,236,632,868
Contextual,precise,779,2512,20,8,3,3,2,3.69,185,562,747
Contextual,default,779,1833,13,7,3,3,2,3.17,185,411,596
Contextual,creative,779,1983,14,7,4,3,3,3.12,185,442,627
Tree of Thoughts,precise,1763,1116,12,5,2,2,1,2.18,398,263,661
Tree of Thoughts,default,1763,1184,12,4,4,3,2,2.35,398,278,676
Tree of Thoughts,creative,1763,1207,12,5,3,2,2,2.10,398,278,676
ReAct,precise,1829,2087,18,6,4,2,2,3.31,436,506,942
ReAct,default,1829,1082,9,3,3,3,1,1.91,436,237,673
ReAct,creative,1829,1298,9,3,5,3,3,2.27,436,284,720
