Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,613,1455,14,6,3,1,2,2.62,156,341,497
Zero-shot,default,613,1528,13,6,4,1,2,2.50,156,338,494
Zero-shot,creative,613,1568,13,6,4,1,2,2.71,156,351,507
Few-shot,precise,1505,3049,18,9,3,1,2,4.35,342,699,1041
Few-shot,default,1505,3141,20,10,4,1,2,4.40,342,714,1056
Few-shot,creative,1505,2775,14,6,5,1,2,3.88,342,599,941
Chain-of-Thought,precise,1672,1622,15,7,4,1,2,2.81,386,360,746
Chain-of-Thought,default,1672,1870,18,8,3,1,1,2.90,386,406,792
Chain-of-Thought,creative,1672,1589,15,7,3,1,2,2.82,386,369,755
Self-Consistency,precise,1287,2138,20,6,3,1,1,3.50,281,520,801
Self-Consistency,default,1287,2359,24,10,2,1,1,3.55,281,589,870
Self-Consistency,creative,1287,2020,20,6,3,1,2,3.35,281,503,784
System Prompt,precise,829,2047,10,5,4,1,2,3.44,195,457,652
System Prompt,default,829,2833,14,6,3,1,2,4.38,195,658,853
System Prompt,creative,829,1994,10,4,4,1,2,3.60,195,520,715
Role Prompt,precise,1084,2619,22,10,3,1,1,4.04,235,578,813
Role Prompt,default,1084,2827,22,10,3,1,1,4.24,235,606,841
Role Prompt,creative,1084,2215,20,10,3,1,2,3.58,235,515,750
Contextual,precise,787,2553,13,6,4,1,2,4.29,183,624,807
Contextual,default,787,2661,20,10,4,1,2,4.19,183,585,768
Contextual,creative,787,2242,12,6,5,2,4,3.84,183,563,746
Tree of Thoughts,precise,1768,1303,14,7,4,1,1,2.39,397,298,695
Tree of Thoughts,default,1768,1545,15,7,4,1,2,2.66,397,341,738
Tree of Thoughts,creative,1768,1699,15,7,4,1,1,2.66,397,355,752
ReAct,precise,1834,1176,9,3,3,1,1,2.14,435,254,689
ReAct,default,1834,2207,18,6,3,1,1,3.14,435,470,905
ReAct,creative,1834,1079,9,3,3,1,1,2.09,435,234,669
