Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,558,1553,12,5,4,1,3,2.34,144,338,482
Zero-shot,default,558,1518,12,5,4,1,3,2.46,144,338,482
Zero-shot,creative,558,1867,10,5,4,1,3,2.93,144,406,550
Few-shot,precise,1450,2960,14,6,3,2,2,4.45,330,629,959
Few-shot,default,1450,2834,14,7,3,1,2,3.93,330,608,938
Few-shot,creative,1450,4146,17,7,3,1,2,5.77,330,922,1252
Chain-of-Thought,precise,1617,1865,15,6,3,1,2,2.85,374,422,796
Chain-of-Thought,default,1617,1651,15,6,3,2,2,2.66,374,362,736
Chain-of-Thought,creative,1617,2351,15,7,4,2,2,8.59,374,484,858
Self-Consistency,precise,1232,2005,20,8,3,2,2,3.16,269,475,744
Self-Consistency,default,1232,2265,23,9,3,2,2,3.64,269,537,806
Self-Consistency,creative,1232,1844,15,6,4,1,2,3.00,269,428,697
System Prompt,precise,774,2676,10,5,3,1,2,3.78,183,521,704
System Prompt,default,774,2133,10,5,5,1,4,3.47,183,483,666
System Prompt,creative,774,2732,12,6,4,1,3,4.32,183,612,795
Role Prompt,precise,1029,2535,20,10,3,1,2,3.51,223,536,759
Role Prompt,default,1029,2438,18,8,2,1,1,3.51,223,517,740
Role Prompt,creative,1029,2821,19,9,3,1,2,4.19,223,582,805
Contextual,precise,734,2448,14,8,5,1,3,4.28,171,545,716
Contextual,default,734,2451,15,8,4,2,2,3.88,171,528,699
Contextual,creative,734,2638,15,8,4,1,2,3.89,171,559,730
Tree of Thoughts,precise,1713,1581,14,7,3,1,2,2.65,385,364,749
Tree of Thoughts,default,1713,1296,14,7,2,1,2,2.34,385,307,692
Tree of Thoughts,creative,1713,2384,24,6,3,3,1,3.37,385,547,932
ReAct,precise,1779,992,9,3,3,2,1,1.73,423,202,625
ReAct,default,1779,2499,18,6,3,1,1,3.27,423,524,947
ReAct,creative,1779,941,9,3,4,2,1,1.73,423,202,625
