Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,562,1356,11,4,3,2,2,2.25,148,295,443
Zero-shot,default,562,1534,12,4,4,3,2,2.35,148,327,475
Zero-shot,creative,562,1251,11,5,5,1,5,2.15,148,307,455
Few-shot,precise,1454,3554,17,8,3,1,1,4.81,334,768,1102
Few-shot,default,1454,3021,20,9,4,3,2,4.60,334,711,1045
Few-shot,creative,1454,4161,25,10,4,2,1,6.28,334,970,1304
Chain-of-Thought,precise,1621,2148,20,8,3,2,1,3.11,378,475,853
Chain-of-Thought,default,1621,1808,15,5,3,2,2,2.58,378,389,767
Chain-of-Thought,creative,1621,1914,16,6,4,2,2,2.77,378,429,807
Self-Consistency,precise,1236,2929,23,6,3,3,1,4.05,273,636,909
Self-Consistency,default,1236,2348,18,6,3,2,1,3.34,273,509,782
Self-Consistency,creative,1236,2610,20,6,3,3,2,3.81,273,594,867
System Prompt,precise,778,2080,12,5,5,2,3,3.17,187,437,624
System Prompt,default,778,2603,15,5,5,2,3,3.68,187,561,748
System Prompt,creative,778,2219,12,6,5,2,3,3.14,187,472,659
Role Prompt,precise,1033,2633,22,10,3,2,2,3.80,227,563,790
Role Prompt,default,1033,3071,20,10,4,2,2,4.39,227,646,873
Role Prompt,creative,1033,3007,17,7,4,2,2,4.10,227,602,829
Contextual,precise,742,2582,17,8,5,2,4,3.63,176,544,720
Contextual,default,742,2803,17,8,5,2,3,3.99,176,602,778
Contextual,creative,742,1784,12,6,4,2,3,2.79,176,377,553
Tree of Thoughts,precise,1717,1765,15,5,3,3,2,2.76,389,391,780
Tree of Thoughts,default,1717,1774,16,6,4,2,2,3.07,389,399,788
Tree of Thoughts,creative,1717,1103,11,5,3,2,2,1.83,389,242,631
ReAct,precise,1783,1055,9,3,4,2,2,1.94,427,231,658
ReAct,default,1783,1078,9,3,4,2,2,1.84,427,234,661
ReAct,creative,1783,1233,9,3,5,2,2,2.05,427,260,687
