Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,565,1857,14,5,4,3,3,7.47,148,390,538
Zero-shot,default,565,1584,11,4,3,2,2,2.23,148,336,484
Zero-shot,creative,565,1581,12,5,5,2,4,2.19,148,340,488
Few-shot,precise,1457,3342,13,6,2,1,1,4.46,334,728,1062
Few-shot,default,1457,2970,15,6,4,3,1,4.08,334,624,958
Few-shot,creative,1457,3367,12,5,3,2,1,4.28,334,682,1016
Chain-of-Thought,precise,1624,2128,16,6,3,3,2,3.06,378,454,832
Chain-of-Thought,default,1624,2001,16,6,4,2,2,2.86,378,427,805
Chain-of-Thought,creative,1624,1654,15,5,4,3,2,2.65,378,355,733
Self-Consistency,precise,1239,2892,18,6,4,3,2,3.89,273,612,885
Self-Consistency,default,1239,3020,21,6,4,3,2,3.98,273,614,887
Self-Consistency,creative,1239,2869,21,6,4,2,2,4.19,273,633,906
System Prompt,precise,781,2172,13,6,5,2,4,3.24,187,468,655
System Prompt,default,781,2817,10,5,5,1,3,3.51,187,545,732
System Prompt,creative,781,2530,15,5,5,3,3,3.46,187,525,712
Role Prompt,precise,1036,2863,18,7,4,2,1,3.99,227,580,807
Role Prompt,default,1036,2734,18,8,3,2,1,3.66,227,562,789
Role Prompt,creative,1036,2855,18,8,3,2,2,3.71,227,571,798
Contextual,precise,741,1563,10,5,5,3,5,2.43,176,336,512
Contextual,default,741,1958,14,7,4,3,3,2.76,176,399,575
Contextual,creative,741,1829,12,6,5,3,3,2.80,176,395,571
Tree of Thoughts,precise,1720,1745,14,5,3,3,3,2.42,389,358,747
Tree of Thoughts,default,1720,1753,13,5,5,3,3,2.64,389,365,754
Tree of Thoughts,creative,1720,4029,30,4,3,3,2,4.90,389,866,1255
ReAct,precise,1786,1375,9,3,5,3,3,2.14,427,285,712
ReAct,default,1786,1333,9,3,4,3,2,2.01,427,278,705
ReAct,creative,1786,2828,18,6,5,2,3,3.39,427,598,1025
