Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,621,1778,13,5,4,1,2,2.81,159,411,570
Zero-shot,default,621,1978,14,5,4,2,2,3.21,159,437,596
Zero-shot,creative,621,1935,15,5,5,1,2,3.18,159,446,605
Few-shot,precise,1513,3712,18,9,4,1,2,5.21,345,834,1179
Few-shot,default,1513,5020,18,8,3,1,1,6.75,345,1141,1486
Few-shot,creative,1513,3622,13,7,3,1,1,5.31,345,845,1190
Chain-of-Thought,precise,1680,2092,17,7,3,1,1,3.31,389,495,884
Chain-of-Thought,default,1680,2034,15,6,3,1,2,3.19,389,462,851
Chain-of-Thought,creative,1680,2299,20,9,4,1,2,3.60,389,536,925
Self-Consistency,precise,1295,2909,25,8,3,2,2,4.61,284,666,950
Self-Consistency,default,1295,3205,31,12,3,2,1,4.80,284,784,1068
Self-Consistency,creative,1295,2854,22,8,3,3,1,4.59,284,648,932
System Prompt,precise,837,2458,20,10,5,1,2,4.10,198,599,797
System Prompt,default,837,2313,13,6,5,1,4,4.18,198,529,727
System Prompt,creative,837,2714,15,7,5,2,3,4.19,198,610,808
Role Prompt,precise,1092,3302,23,10,3,1,1,5.11,238,765,1003
Role Prompt,default,1092,3071,22,10,4,1,1,4.49,238,726,964
Role Prompt,creative,1092,3274,25,10,3,1,1,4.80,238,715,953
Contextual,precise,806,2532,19,10,4,2,1,4.29,189,560,749
Contextual,default,806,2306,16,8,3,1,1,3.47,189,533,722
Contextual,creative,806,2382,16,8,5,2,2,3.65,189,516,705
Tree of Thoughts,precise,1776,1778,18,8,3,1,1,2.89,400,418,818
Tree of Thoughts,default,1776,2009,20,10,3,1,1,3.37,400,471,871
Tree of Thoughts,creative,1776,1230,12,5,4,1,2,2.24,400,285,685
ReAct,precise,1842,1090,9,3,3,3,1,1.84,438,236,674
ReAct,default,1842,1244,9,3,3,3,1,2.12,438,271,709
ReAct,creative,1842,1149,9,3,3,2,1,1.94,438,256,694
