Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,634,1264,9,4,4,1,2,2.41,161,287,448
Zero-shot,default,634,1573,15,5,3,2,2,2.76,161,382,543
Zero-shot,creative,634,1252,11,3,2,3,1,2.35,161,293,454
Few-shot,precise,1526,3089,16,7,4,2,2,4.60,347,709,1056
Few-shot,default,1526,2709,12,5,3,1,1,4.29,347,666,1013
Few-shot,creative,1526,3119,12,5,4,1,2,4.39,347,682,1029
Chain-of-Thought,precise,1693,1899,16,6,3,2,1,2.96,391,435,826
Chain-of-Thought,default,1693,1888,18,6,3,2,1,3.26,391,452,843
Chain-of-Thought,creative,1693,1920,16,6,2,2,1,3.18,391,438,829
Self-Consistency,precise,1308,1985,18,6,3,2,1,3.36,286,451,737
Self-Consistency,default,1308,2018,18,6,3,1,1,3.37,286,494,780
Self-Consistency,creative,1308,2106,21,6,3,1,1,3.37,286,504,790
System Prompt,precise,850,2133,10,5,5,1,2,3.58,200,455,655
System Prompt,default,850,2252,11,5,5,1,3,3.68,200,507,707
System Prompt,creative,850,3783,9,4,2,1,2,5.62,200,818,1018
Role Prompt,precise,1105,2344,20,10,3,1,2,4.09,240,547,787
Role Prompt,default,1105,2537,20,10,3,1,1,3.88,240,553,793
Role Prompt,creative,1105,2640,20,10,3,1,1,4.09,240,590,830
Contextual,precise,811,1810,10,5,4,2,3,2.85,189,389,578
Contextual,default,811,2268,11,6,5,2,2,3.69,189,520,709
Contextual,creative,811,2211,14,7,4,1,2,3.26,189,489,678
Tree of Thoughts,precise,1789,1411,16,7,3,2,1,2.65,402,353,755
Tree of Thoughts,default,1789,1470,14,6,3,3,1,2.30,402,342,744
Tree of Thoughts,creative,1789,1181,12,5,2,1,1,2.10,402,291,693
ReAct,precise,1855,2035,18,6,4,2,2,2.86,440,472,912
ReAct,default,1855,1160,9,3,4,2,1,1.93,440,257,697
ReAct,creative,1855,1177,9,3,4,3,2,2.04,440,274,714
