Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,597,1347,13,5,4,2,2,2.15,153,329,482
Zero-shot,default,597,1392,13,5,3,1,1,2.44,153,324,477
Zero-shot,creative,597,1256,12,5,3,1,1,2.20,153,303,456
Few-shot,precise,1489,3639,17,8,3,1,2,5.26,339,848,1187
Few-shot,default,1489,3387,14,6,2,1,1,4.70,339,879,1218
Few-shot,creative,1489,3915,13,6,4,1,1,5.21,339,869,1208
Chain-of-Thought,precise,1656,1787,16,7,3,1,1,2.85,383,405,788
Chain-of-Thought,default,1656,1986,17,7,3,2,1,3.27,383,450,833
Chain-of-Thought,creative,1656,2018,17,7,4,2,1,3.26,383,469,852
Self-Consistency,precise,1271,2334,18,6,3,1,1,8.72,278,531,809
Self-Consistency,default,1271,3580,27,12,4,1,2,5.41,278,850,1128
Self-Consistency,creative,1271,3169,26,12,3,1,1,10.30,278,766,1044
System Prompt,precise,813,2797,14,6,5,1,2,3.98,192,651,843
System Prompt,default,813,3847,16,6,4,1,1,5.21,192,797,989
System Prompt,creative,813,3676,11,5,4,2,3,4.70,192,787,979
Role Prompt,precise,1068,2870,20,10,3,1,1,3.87,232,630,862
Role Prompt,default,1068,2787,25,10,2,1,1,3.98,232,677,909
Role Prompt,creative,1068,2388,22,10,3,1,1,3.47,232,556,788
Contextual,precise,780,2248,18,10,3,2,1,3.47,182,522,704
Contextual,default,780,2722,19,9,3,2,2,3.92,182,607,789
Contextual,creative,780,1912,14,8,4,2,3,3.12,182,440,622
Tree of Thoughts,precise,1752,1888,19,6,3,2,1,2.96,394,434,828
Tree of Thoughts,default,1752,1383,16,6,3,2,1,2.26,394,336,730
Tree of Thoughts,creative,1752,1614,16,6,3,2,1,2.54,394,371,765
ReAct,precise,1818,1419,9,3,4,2,2,2.35,432,297,729
ReAct,default,1818,1141,9,3,4,3,1,1.83,432,243,675
ReAct,creative,1818,1106,9,3,4,1,1,2.04,432,234,666
