Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,618,1489,10,5,5,2,2,2.62,160,312,472
Zero-shot,default,618,1940,12,6,4,2,2,3.08,160,400,560
Zero-shot,creative,618,1642,11,5,4,1,2,3.06,160,346,506
Few-shot,precise,1510,3404,12,6,3,1,1,4.88,346,746,1092
Few-shot,default,1510,3334,17,9,3,1,1,13.88,346,748,1094
Few-shot,creative,1510,3633,15,8,4,2,1,9.97,346,753,1099
Chain-of-Thought,precise,1677,2156,15,7,4,1,2,3.62,390,458,848
Chain-of-Thought,default,1677,2634,18,8,4,1,2,4.42,390,564,954
Chain-of-Thought,creative,1677,2301,20,10,3,2,1,3.86,390,501,891
Self-Consistency,precise,1292,2087,18,6,3,1,1,3.28,285,480,765
Self-Consistency,default,1292,2609,21,9,3,2,1,4.07,285,592,877
Self-Consistency,creative,1292,2475,21,9,2,1,1,3.88,285,553,838
System Prompt,precise,834,2512,12,6,3,1,2,4.29,199,623,822
System Prompt,default,834,2500,12,6,4,1,2,4.29,199,607,806
System Prompt,creative,834,2382,12,5,4,2,3,4.09,199,548,747
Role Prompt,precise,1089,3611,20,10,3,1,1,4.70,239,716,955
Role Prompt,default,1089,3658,20,10,4,1,1,4.77,239,735,974
Role Prompt,creative,1089,3519,20,10,4,2,1,8.29,239,710,949
Contextual,precise,798,2077,12,7,5,1,2,3.19,188,446,634
Contextual,default,798,2212,12,7,4,1,2,3.78,188,564,752
Contextual,creative,798,2337,13,7,4,1,3,3.79,188,504,692
Tree of Thoughts,precise,1773,1338,12,6,3,1,2,2.33,401,321,722
Tree of Thoughts,default,1773,1264,12,6,3,1,2,2.17,401,305,706
Tree of Thoughts,creative,1773,1335,11,6,3,1,2,2.23,401,283,684
ReAct,precise,1839,1235,9,3,4,1,3,2.33,439,276,715
ReAct,default,1839,1528,9,3,5,2,2,2.43,439,315,754
ReAct,creative,1839,1408,9,3,3,1,2,2.67,439,332,771
