Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,609,1243,10,5,4,2,3,2.31,156,299,455
Zero-shot,default,609,1205,10,5,3,1,2,2.48,156,272,428
Zero-shot,creative,609,1034,9,4,4,1,2,2.04,156,240,396
Few-shot,precise,1501,1910,11,5,2,1,1,3.17,342,423,765
Few-shot,default,1501,1867,11,5,4,1,4,2.96,342,420,762
Few-shot,creative,1501,3227,20,10,3,1,1,4.91,342,731,1073
Chain-of-Thought,precise,1668,1393,13,5,3,1,2,2.24,386,307,693
Chain-of-Thought,default,1668,1434,13,5,3,2,2,4.09,386,330,716
Chain-of-Thought,creative,1668,1865,14,5,4,1,3,18.42,386,404,790
Self-Consistency,precise,1283,1712,15,6,4,1,2,4.19,281,397,678
Self-Consistency,default,1283,1887,15,6,4,2,2,7.77,281,429,710
Self-Consistency,creative,1283,2675,15,6,3,1,2,9.91,281,587,868
System Prompt,precise,825,2407,8,4,5,1,3,3.48,195,509,704
System Prompt,default,825,2635,8,4,4,1,2,3.94,195,543,738
System Prompt,creative,825,1967,10,5,3,1,3,3.52,195,417,612
Role Prompt,precise,1080,1928,17,8,3,1,2,3.38,235,420,655
Role Prompt,default,1080,2038,15,7,4,1,1,3.07,235,414,649
Role Prompt,creative,1080,1811,14,7,3,1,1,2.89,235,383,618
Contextual,precise,787,1514,11,6,4,1,3,2.71,186,341,527
Contextual,default,787,1523,12,7,4,1,3,2.87,186,341,527
Contextual,creative,787,1604,10,5,4,1,2,7.76,186,333,519
Tree of Thoughts,precise,1764,1415,13,6,3,1,2,2.60,397,315,712
Tree of Thoughts,default,1764,1330,11,5,3,1,2,2.55,397,310,707
Tree of Thoughts,creative,1764,1369,13,5,3,1,1,2.41,397,296,693
ReAct,precise,1830,1021,9,3,2,1,1,1.74,435,221,656
ReAct,default,1830,935,9,3,2,1,1,1.62,435,200,635
ReAct,creative,1830,1133,9,3,2,1,1,1.94,435,244,679
