Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,612,1235,9,4,4,1,2,2.04,156,268,424
Zero-shot,default,612,1739,12,5,4,1,2,2.86,156,387,543
Zero-shot,creative,612,1620,11,4,4,1,2,2.68,156,358,514
Few-shot,precise,1504,3961,10,5,3,1,1,5.40,342,879,1221
Few-shot,default,1504,4436,17,9,3,1,1,5.87,342,981,1323
Few-shot,creative,1504,4129,13,6,3,1,1,5.81,342,914,1256
Chain-of-Thought,precise,1671,1574,15,7,3,1,2,2.83,386,364,750
Chain-of-Thought,default,1671,1608,15,7,3,1,2,2.86,386,369,755
Chain-of-Thought,creative,1671,2019,18,7,3,1,1,3.06,386,462,848
Self-Consistency,precise,1286,2862,22,8,3,1,2,4.25,281,659,940
Self-Consistency,default,1286,2488,17,6,3,1,1,3.62,281,558,839
Self-Consistency,creative,1286,3519,24,8,4,2,2,5.21,281,820,1101
System Prompt,precise,828,2332,11,5,4,1,2,3.98,195,612,807
System Prompt,default,828,2535,11,5,4,1,2,3.88,195,535,730
System Prompt,creative,828,1988,11,5,4,1,2,3.49,195,521,716
Role Prompt,precise,1083,3150,22,10,3,1,1,5.00,235,701,936
Role Prompt,default,1083,2919,19,9,3,1,2,4.50,235,643,878
Role Prompt,creative,1083,3764,24,10,3,1,1,5.93,235,837,1072
Contextual,precise,786,1875,12,6,4,2,4,3.68,183,431,614
Contextual,default,786,2720,17,8,5,1,3,5.00,183,599,782
Contextual,creative,786,2026,11,6,5,2,4,3.17,183,436,619
Tree of Thoughts,precise,1767,2034,17,8,4,1,2,3.27,397,460,857
Tree of Thoughts,default,1767,1676,16,7,4,1,2,2.89,397,402,799
Tree of Thoughts,creative,1767,1238,13,6,3,1,2,2.22,397,289,686
ReAct,precise,1833,1156,9,3,3,1,1,2.24,435,258,693
ReAct,default,1833,1291,9,3,3,1,1,2.10,435,276,711
ReAct,creative,1833,1151,9,3,4,1,1,2.14,435,259,694
