Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,603,1823,14,6,4,1,2,3.28,156,437,593
Zero-shot,default,603,1352,13,5,3,2,2,2.44,156,332,488
Zero-shot,creative,603,1392,12,5,4,2,2,2.44,156,324,480
Few-shot,precise,1495,2776,15,7,3,2,1,4.26,342,638,980
Few-shot,default,1495,3012,13,6,2,1,1,4.22,342,688,1030
Few-shot,creative,1495,2238,16,7,4,2,2,3.79,342,541,883
Chain-of-Thought,precise,1662,1427,12,5,3,1,2,2.97,386,353,739
Chain-of-Thought,default,1662,2146,18,8,3,2,1,3.46,386,520,906
Chain-of-Thought,creative,1662,1654,14,6,4,2,1,2.90,386,387,773
Self-Consistency,precise,1277,1668,15,6,4,2,2,2.82,281,417,698
Self-Consistency,default,1277,2015,18,6,3,2,1,3.67,281,489,770
Self-Consistency,creative,1277,2255,21,9,3,2,1,3.57,281,542,823
System Prompt,precise,819,1921,14,7,4,1,2,3.17,195,450,645
System Prompt,default,819,1781,13,6,4,1,2,2.87,195,417,612
System Prompt,creative,819,2343,10,5,5,2,3,3.67,195,523,718
Role Prompt,precise,1074,2512,20,10,3,1,1,4.19,235,566,801
Role Prompt,default,1074,2537,20,10,3,1,1,4.01,235,577,812
Role Prompt,creative,1074,2196,18,8,2,1,1,3.65,235,512,747
Contextual,precise,781,1700,14,7,5,2,3,2.96,186,387,573
Contextual,default,781,2568,20,10,4,3,2,4.00,186,587,773
Contextual,creative,781,2368,18,8,4,2,2,4.18,186,535,721
Tree of Thoughts,precise,1758,3908,38,10,3,2,1,4.91,397,923,1320
Tree of Thoughts,default,1758,3814,30,6,3,2,1,5.30,397,927,1324
Tree of Thoughts,creative,1758,2922,25,8,3,1,1,4.08,397,679,1076
ReAct,precise,1824,879,9,3,5,2,1,1.73,435,208,643
ReAct,default,1824,902,9,3,4,2,1,1.88,435,210,645
ReAct,creative,1824,1025,9,3,4,1,1,2.00,435,241,676
