Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,618,1293,12,4,3,1,1,2.24,158,329,487
Zero-shot,default,618,1679,12,4,4,2,1,2.76,158,409,567
Zero-shot,creative,618,1363,9,4,5,1,2,2.34,158,317,475
Few-shot,precise,1510,2497,12,5,4,1,1,3.99,344,583,927
Few-shot,default,1510,2803,13,6,3,1,1,4.09,344,646,990
Few-shot,creative,1510,2887,15,7,4,1,2,3.99,344,679,1023
Chain-of-Thought,precise,1677,1380,13,5,3,2,1,2.28,388,345,733
Chain-of-Thought,default,1677,1564,15,6,4,2,1,2.61,388,396,784
Chain-of-Thought,creative,1677,1826,15,6,4,1,2,2.99,388,450,838
Self-Consistency,precise,1292,2477,21,6,3,2,1,3.76,283,597,880
Self-Consistency,default,1292,3142,26,11,3,1,1,4.60,283,781,1064
Self-Consistency,creative,1292,3701,35,14,3,1,1,5.11,283,931,1214
System Prompt,precise,834,2545,13,5,5,1,2,3.77,197,589,786
System Prompt,default,834,3507,11,5,3,1,1,4.73,197,744,941
System Prompt,creative,834,3195,15,7,3,1,2,4.88,197,732,929
Role Prompt,precise,1089,2736,20,10,3,1,1,4.16,237,639,876
Role Prompt,default,1089,2928,20,10,3,1,1,4.43,237,666,903
Role Prompt,creative,1089,2809,20,10,5,1,2,4.19,237,649,886
Contextual,precise,797,2344,16,8,5,2,1,3.78,187,548,735
Contextual,default,797,2644,15,8,4,1,3,4.08,187,601,788
Contextual,creative,797,2706,16,8,5,1,2,3.95,187,596,783
Tree of Thoughts,precise,1773,1557,13,5,4,1,1,2.63,399,386,785
Tree of Thoughts,default,1773,1659,14,6,4,1,1,2.82,399,405,804
Tree of Thoughts,creative,1773,1293,11,5,3,1,1,2.37,399,312,711
ReAct,precise,1839,927,9,3,3,2,1,1.73,437,219,656
ReAct,default,1839,912,9,3,5,2,1,1.66,437,220,657
ReAct,creative,1839,923,9,3,4,2,1,1.90,437,233,670
