Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,567,1310,9,3,4,1,2,3.11,150,330,480
Zero-shot,default,567,1365,11,4,3,2,1,2.43,150,321,471
Zero-shot,creative,567,1316,10,5,3,2,1,2.36,150,323,473
Few-shot,precise,1459,2587,16,7,3,2,1,4.16,336,624,960
Few-shot,default,1459,3001,15,6,2,1,1,4.19,336,717,1053
Few-shot,creative,1459,3374,16,6,2,1,1,4.88,336,806,1142
Chain-of-Thought,precise,1626,1452,14,5,4,1,1,2.63,380,346,726
Chain-of-Thought,default,1626,1777,14,5,4,2,1,2.99,380,427,807
Chain-of-Thought,creative,1626,1505,15,5,2,1,1,2.66,380,376,756
Self-Consistency,precise,1241,2204,17,6,3,2,1,3.68,275,553,828
Self-Consistency,default,1241,2945,20,8,3,1,1,4.34,275,713,988
Self-Consistency,creative,1241,2199,17,6,3,2,1,4.02,275,529,804
System Prompt,precise,783,1683,10,4,3,1,2,2.87,189,373,562
System Prompt,default,783,2055,10,4,5,1,1,3.16,189,457,646
System Prompt,creative,783,1804,9,4,3,1,1,3.06,189,408,597
Role Prompt,precise,1038,2604,20,8,2,1,1,3.89,229,598,827
Role Prompt,default,1038,2438,22,10,2,1,1,3.68,229,578,807
Role Prompt,creative,1038,2398,22,10,2,1,1,3.77,229,557,786
Contextual,precise,766,2351,16,7,4,2,1,3.64,181,527,708
Contextual,default,766,2474,10,5,5,3,2,4.28,181,545,726
Contextual,creative,766,2282,13,7,3,1,1,3.70,181,539,720
Tree of Thoughts,precise,1722,1213,13,5,3,1,1,37.68,391,305,696
Tree of Thoughts,default,1722,2692,27,4,2,2,1,4.02,391,638,1029
Tree of Thoughts,creative,1722,3508,32,6,2,2,1,4.73,391,811,1202
ReAct,precise,1788,1326,9,3,4,1,1,2.29,429,299,728
ReAct,default,1788,1221,9,3,3,2,1,2.01,429,278,707
ReAct,creative,1788,1166,9,3,4,2,1,1.98,429,267,696
