Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,607,1292,11,5,3,1,2,2.31,156,293,449
Zero-shot,default,607,1606,14,5,3,2,1,3.40,156,358,514
Zero-shot,creative,607,1209,10,4,3,2,2,2.13,156,268,424
Few-shot,precise,1499,3278,18,8,3,2,1,4.61,342,734,1076
Few-shot,default,1499,2452,14,7,3,1,1,3.69,342,579,921
Few-shot,creative,1499,3295,20,10,3,2,2,5.20,342,763,1105
Chain-of-Thought,precise,1666,1953,17,7,3,2,1,2.87,386,434,820
Chain-of-Thought,default,1666,1597,17,6,2,3,1,2.36,386,372,758
Chain-of-Thought,creative,1666,1721,18,7,2,2,1,2.75,386,394,780
Self-Consistency,precise,1281,2071,15,6,3,2,1,3.06,281,471,752
Self-Consistency,default,1281,2421,20,8,3,2,2,4.17,281,552,833
Self-Consistency,creative,1281,2118,16,6,3,2,2,3.30,281,490,771
System Prompt,precise,823,2615,15,7,4,2,3,3.95,195,570,765
System Prompt,default,823,2389,10,5,3,2,2,3.69,195,515,710
System Prompt,creative,823,2384,13,6,4,2,2,3.64,195,540,735
Role Prompt,precise,1078,3249,20,10,3,1,1,4.52,235,757,992
Role Prompt,default,1078,3035,25,10,3,1,1,4.37,235,684,919
Role Prompt,creative,1078,3699,23,11,2,1,1,5.03,235,805,1040
Contextual,precise,781,2198,13,7,4,2,3,3.25,183,460,643
Contextual,default,781,2466,13,8,3,2,3,3.90,183,525,708
Contextual,creative,781,2387,15,8,4,2,4,3.58,183,523,706
Tree of Thoughts,precise,1762,1865,16,7,3,2,2,2.89,397,412,809
Tree of Thoughts,default,1762,1785,16,7,4,1,1,2.62,397,386,783
Tree of Thoughts,creative,1762,1544,14,6,3,1,1,2.44,397,358,755
ReAct,precise,1828,2267,18,6,3,3,1,2.96,435,458,893
ReAct,default,1828,1218,9,3,5,3,2,2.13,435,250,685
ReAct,creative,1828,2631,18,6,3,2,2,3.39,435,546,981
