Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,589,1621,13,4,4,2,1,2.86,152,356,508
Zero-shot,default,589,1707,12,4,5,1,2,2.46,152,363,515
Zero-shot,creative,589,1623,15,5,4,1,1,2.75,152,370,522
Few-shot,precise,1481,3530,18,8,3,1,1,5.11,338,824,1162
Few-shot,default,1481,3402,18,7,3,1,1,4.62,338,741,1079
Few-shot,creative,1481,4381,17,7,3,1,2,6.01,338,960,1298
Chain-of-Thought,precise,1648,2473,22,7,3,2,1,3.57,382,540,922
Chain-of-Thought,default,1648,2966,22,6,4,2,2,4.39,382,640,1022
Chain-of-Thought,creative,1648,2583,19,6,5,2,2,3.30,382,561,943
Self-Consistency,precise,1263,2480,21,6,3,2,1,3.85,277,581,858
Self-Consistency,default,1263,2322,20,6,3,2,1,3.37,277,520,797
Self-Consistency,creative,1263,2366,18,6,4,2,1,3.67,277,543,820
System Prompt,precise,805,2758,13,5,5,2,2,4.19,191,592,783
System Prompt,default,805,2843,14,5,5,2,4,4.29,191,599,790
System Prompt,creative,805,3299,17,6,5,2,2,4.60,191,707,898
Role Prompt,precise,1060,3248,25,10,3,2,1,4.55,231,693,924
Role Prompt,default,1060,3074,24,9,3,2,1,4.55,231,663,894
Role Prompt,creative,1060,3135,24,11,3,1,1,4.49,231,672,903
Contextual,precise,765,2808,18,9,3,2,1,4.08,180,596,776
Contextual,default,765,3255,17,7,5,2,2,4.42,180,679,859
Contextual,creative,765,2875,15,7,5,2,4,4.36,180,613,793
Tree of Thoughts,precise,1744,1533,15,5,4,2,2,2.35,393,357,750
Tree of Thoughts,default,1744,1733,14,6,3,2,1,2.42,393,374,767
Tree of Thoughts,creative,1744,1725,15,5,4,2,1,2.71,393,390,783
ReAct,precise,1810,963,9,3,3,2,1,1.81,431,214,645
ReAct,default,1810,1259,9,3,4,2,2,2.14,431,268,699
ReAct,creative,1810,1108,9,3,4,3,1,1.84,431,237,668
