Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,573,2505,15,5,3,1,1,3.66,150,546,696
Zero-shot,default,573,1567,14,5,3,1,1,2.70,150,373,523
Zero-shot,creative,573,2338,20,7,3,1,1,3.53,150,524,674
Few-shot,precise,1465,3678,23,10,3,1,1,5.24,336,842,1178
Few-shot,default,1465,4442,22,10,3,1,1,6.52,336,1093,1429
Few-shot,creative,1465,5441,23,10,4,1,1,7.40,336,1306,1642
Chain-of-Thought,precise,1632,2573,15,5,4,1,1,3.43,380,535,915
Chain-of-Thought,default,1632,2727,18,8,3,1,1,4.29,380,598,978
Chain-of-Thought,creative,1632,2600,20,8,3,1,1,3.77,380,555,935
Self-Consistency,precise,1247,2947,29,12,2,2,1,4.40,275,687,962
Self-Consistency,default,1247,2905,24,8,3,2,1,3.93,275,663,938
Self-Consistency,creative,1247,2909,26,12,3,1,2,4.43,275,688,963
System Prompt,precise,789,2362,12,5,5,1,2,4.00,189,633,822
System Prompt,default,789,4609,15,7,4,1,2,6.24,189,1002,1191
System Prompt,creative,789,2431,12,6,5,1,4,3.72,189,539,728
Role Prompt,precise,1044,3724,27,10,3,1,1,5.08,229,832,1061
Role Prompt,default,1044,3912,25,10,3,1,1,5.47,229,848,1077
Role Prompt,creative,1044,4642,25,10,3,1,1,5.84,229,958,1187
Contextual,precise,745,2595,14,7,4,1,3,3.76,177,560,737
Contextual,default,745,2413,20,10,3,2,1,3.82,177,540,717
Contextual,creative,745,2647,18,9,3,1,1,4.26,177,615,792
Tree of Thoughts,precise,1728,2005,20,10,3,1,2,3.10,391,474,865
Tree of Thoughts,default,1728,2057,18,9,3,1,1,3.15,391,475,866
Tree of Thoughts,creative,1728,1742,15,7,3,1,1,2.66,391,388,779
ReAct,precise,1794,1071,9,3,3,2,1,1.86,429,234,663
ReAct,default,1794,1155,9,3,4,2,1,1.91,429,245,674
ReAct,creative,1794,1196,9,3,4,2,1,1.83,429,254,683
